,raw_text,clean_text,subjectivity,polarity
1336,Maybe this is what you should focus on @mitchellreports instead of whether Biden is dodging a question (he was not). Mitch McConnell continues to keep help from Americans!! Focus!! #StimulusChecksNOW,maybe focus mitchellreports instead whether biden dodging question not mitch mcconnell continues keep help american stimuluschecksnow,1,1
1337,"Donald Trump when Biden won the election.

@Jack_Septic_Eye https://t.co/TUOI2PukKV",donald trump biden election jack septic eye,0,2
1338,Biden to ask Americans to wear masks for 100 days https://t.co/5ZNsyuaH7R,biden ask american wear mask day,0,2
1339,Fuck Joe Biden @JoeBiden and fuck is masks.  What a total Hitler this pos is.  Dictatorship will not be allowed in the USA,fuck joe biden joebiden mask total hitler po dictatorship not allowed usa,1,0
1340,I believe that trump is the winner and still is everyone who thinks Biden won I have to ask how much they have been paid to say that.,believe trump winner still everyone think biden ask much paid say,1,0
1341,"One of the broader appeals of voting Biden/Harris is we’re not a cult. We don’t wave flags, we don’t have boat parades and we don’t wear MAGA gear.",one broader appeal voting biden harris not cult wave flag boat parade wear maga gear,1,1
1342,@JakeSherman Lol Biden not President. Lol,jakesherman lol biden not president,1,0
1343,@poshea @MuellerSheWrote I know....what is happening with all the professional choices.  You’d think expertise was important or something...😎 Biden Harris,poshea muellershewrote know happening professional choice think expertise important something biden harris,1,0
1344,"@AgentCoopr702 @kylegriffin1 Who, exactly, is not wearing a mask now, but will do so once Biden calls on them to wear one? 

Anybody responsive to being ""asked"" is already on board.",agentcoopr kylegriffin exactly not wearing mask biden call wear one anybody responsive asked already board,1,0
1345,"@SteveHiltonx @CNN the now clear evidence of fraud should be headline news WORLDWIDE,  wow...its over for Biden",stevehiltonx cnn clear evidence fraud headline news worldwide wow biden,1,0
1346,@TimMurtaugh @BillStepien Wonder how much Biden / DNC raised from CHINA since election day?,timmurtaugh billstepien wonder much biden dnc raised china since election day,1,0
1347,@BrandonStraka Please no first day in office for Biden.,brandonstraka please first day office biden,1,0
1348,"@realDonaldTrump Doesn’t look good, but Biden campaign was not involved in it. Still not quite up to levels of your asking for &amp; receiving Russian help in 2016.",realdonaldtrump look good biden campaign not involved still quite level asking amp receiving russian help,0,2
1349,@realDonaldTrump according to your logic below this credit goes to joe biden https://t.co/puLvcjtMb7,realdonaldtrump according logic credit go joe biden,1,1
1350,"@TruthHu11362376 @CaseyG2979 @theeblazenasty @cindysac00 @FBI @MissingKids @nctsn like, if is real, and this audio came off the harddrive like i found an article saying when i looked this up
then that means the biden kid stuff either doesnt exist
or people thought an audio recording where hunter talks about china was more important than cp :I",truthhu caseyg theeblazenasty cindysac fbi missingkids nctsn like real audio came harddrive found article saying looked mean biden kid stuff either doesnt exist people thought recording hunter talk china important cp,0,2
1351,@realDonaldTrump Celebrating Joe Biden you moron!!,realdonaldtrump celebrating joe biden moron,1,1
1352,"@BrexitSachsy Looks like they are going to inaugurate the most compromised US president in living memory.

Joe Biden.....dear God.",brexitsachsy look like going inaugurate compromised u president living memory joe biden dear god,1,0
1353,"@HawleyMO @realDonaldTrump If Trump won it would have been all legit but since it is Biden it is fraud...sad sad sad🤔
#DonTheCon",hawleymo realdonaldtrump trump would legit since biden fraud sad donthecon,1,1
1354,"""Biden cannot easily undo this damage to U.S. credibility. But he can make U.S. alliances and security relationships more resilient. Paradoxically, Trump has made this task easier for the incoming president.""
 https://t.co/S26ujDkrnn via @ForeignAffairs",biden not easily undo damage u credibility make alliance security relationship resilient paradoxically trump made task easier incoming president via foreignaffairs,0,2
1355,"Couldn’t agree more! In fact, Trump actually won by trillions and trillions and trillions of votes, likely more. Way more. Also every Biden voter should be in prison for disloyalty to Trump. Only us Trump supporters should enjoy full freedom as citizens!",agree fact trump actually trillion vote likely way also every biden voter prison disloyalty u supporter enjoy full freedom citizen,1,0
1356,"@TomFitton @realDonaldTrump I see. If they work they belong to Biden. If they don’t, they belong to Trump and it’s his fault!
???????!??",tomfitton realdonaldtrump see work belong biden trump fault,1,1
1357,"Conservative Anti-gay Bigot ""pastor"" @Franklin_Graham warned Christians that GLBTQ people are planning on “pushing their godless, secular agenda” when Joe Biden becomes president, saying that GLBTQ people are “extremely dangerous if they are permitted to....",conservative anti gay bigot pastor franklin graham warned christian glbtq people planning pushing godless secular agenda joe biden becomes president saying extremely dangerous permitted,0,2
1358,"@williamlegate @realDonaldTrump Biden won Homecoming King, not President.",williamlegate realdonaldtrump biden homecoming king not president,1,0
1359,"Sounds good...Biden’s New Top Economist Has a Longtime Focus on Workers
Cecilia Rouse has studied education and discrimination, with a particular focus on the struggles of the long-term unemployed. https://t.co/8wKj2EuKy3",sound good biden new top economist longtime focus worker cecilia rouse studied education discrimination particular struggle long term unemployed,1,1
1360,@KnowWhatEyeMeme No! Biden got 81 Million votes!!!,knowwhateyememe biden got million vote,1,1
1361,@realDonaldTrump Because Biden will be president,realdonaldtrump biden president,1,1
1362,"@TulsiGabbard @JoeBiden TULSI GABBARD IS A FRAUD !!!!!!
SHE VOTED TO IMPEACH THE PRESIDENT OF THE UNITED STATES THUS PARTICIPATING IN A COUP JUST TO PROTECT THE BIDEN CRIME FAMILY!!!!!!!!!!!!",tulsigabbard joebiden tulsi gabbard fraud voted impeach president united state thus participating coup protect biden crime family,1,0
1363,"I feel like I’ve done something good for the country by making sure that Donald Trump is not going to be president for four more years,” Biden said.",feel like done something good country making sure donald trump not going president four year biden said,0,2
1364,@Liz57799642 @_MichaelEM @Nerzog999 @joncoopertweets And succeeded on some very important levels. His achievements will become clearer in time (to be honest after six months of Biden!)l,liz michaelem nerzog joncoopertweets succeeded important level achievement become clearer time honest six month biden l,0,2
1365,"@MarthaBeallMitc @WajahatAli Sad, but true. I love and respect President Obama, but  every good faith gesture he made to Republicans was rejected out of hand. Democrats must unite against a recalcitrant Republican Party. Biden and Harris know this and will act accordingly, I hope.",marthabeallmitc wajahatali sad true love respect president obama every good faith gesture made republican rejected hand democrat must unite recalcitrant republican party biden harris know act accordingly hope,1,1
1366,"Trump loses.

The Wisconsin Supreme Court refuses to hear his election case, thus agreeing with a majority of Americans that Joe Biden was elected President and Donald Trump rejected.

Meanwhile the @GOP is still ""silently complicit"" with Trump's treason.
https://t.co/LMVTq2oMp8",trump loses wisconsin supreme court refuse hear election case thus agreeing majority american joe biden elected president donald rejected meanwhile gop still silently complicit treason,1,1
1367,@daisyontop @MarkHigbee @JoeBiden Well it looks like #Biden is saving on rent. His temp office is an abandoned #theater.,daisyontop markhigbee joebiden well look like biden saving rent temp office abandoned theater,1,0
1368,"Helpful article to shed light why the US needs to look to LatAm. Climate angle is great. 

But, is this too generous or partisan? “When Biden last guided U.S.-Latin America policy... nearly all its countries were secure and stable democracies.”",helpful article shed light u need look latam climate angle great generous partisan biden last guided u latin america policy nearly country secure stable democracy,1,1
1369,@SecPompeo PRESIDENT Biden will fix it.  Go pack your stuff,secpompeo president biden fix go pack stuff,1,1
1370,"@scary_brock Wanna trade places?  I’m in buffalo, NY.  Lemme know what you think.  10-to-1 Biden voters here.  Outnumbered and surrounded.  Heads screwed on all wrong.  Reference my prior tweet for further context...",scary brock wan na trade place buffalo ny lem know think biden voter outnumbered surrounded head screwed wrong reference prior tweet context,0,2
1371,Our Man Patrick Howley! Biden Implicated in Dominion Voting Scam https://t.co/1SwgMXlDyG,man patrick howley biden implicated dominion voting scam,1,0
1372,@DailyCaller What administration? Biden's an idiot.,dailycaller administration biden idiot,1,0
1373,@CNNPolitics Sick clowns. Biden will never be president. Then we would see how the well behaved liberal left will burn down American cities,cnnpolitics sick clown biden never president would see well behaved liberal left burn american city,1,0
1374,"@DailyCaller Big facts, I’m not making a climate change argument, I’m making a joe biden trying to fool everyone using climate change as a way to kill are energy department by being selfish filling his pockets with more China money",dailycaller big fact not making climate change argument joe biden trying fool everyone using way kill energy department selfish filling pocket china money,1,0
1375,"Jeffrey Zients is expected to be named Biden's coronavirus coordinator
https://t.co/gcfssrHWDS",jeffrey zients expected named biden coronavirus coordinator,0,2
1376,"@DiamondandSilk Let the media do it, they started this scam.  @FoxNews @CNN @NBCNews @MSNBC can you guys break this to your followers and Biden and Harris???",diamondandsilk let medium started scam foxnews cnn nbcnews msnbc guy break follower biden harris,1,0
1377,"@JoeBiden Barack said, ""Once Fauci says it's cleared"" 
Monkey See🙈 Monkey Do🐵 Biden has NO COMPASS🐒",joebiden barack said fauci say cleared monkey see biden compass,1,0
1378,"President-elect Joe Biden tells @jaketapper he will ask all Americans to wear masks for the first 100 days after he takes office. May go without saying, but this is a much different approach than the current administration. 
https://t.co/JoIqoZn8Ic",president elect joe biden tell jaketapper ask american wear mask first day take office may go without saying much different approach current administration,0,2
1379,"@ColonelDax1 @gregpmiller It’s not about Biden, it’s about the US.",coloneldax gregpmiller not biden u,1,1
1380,"@km0194 @theYangDynasty @ridestheq46 @tonyharbin @brent_peabody @Redistrict @ArshiaHomayoun2 Bernie, too, would have performed better than Hillary in 2016 and worst than Biden in 2020.",km theyangdynasty ridestheq tonyharbin brent peabody redistrict arshiahomayoun bernie would performed better hillary worst biden,0,2
1381,@EricTrump Thank you President Biden!!,erictrump thank president biden,1,1
1382,"@TheresaPagano @Kenny_Sowellfan @realDonaldTrump It isn't if you're following the conspiracy theories. I hadn't realized the narrative had devolved to the point of ""Biden bought votes"", I thought at this point people would have looked at the facts and chilled out.",theresapagano kenny sowellfan realdonaldtrump following conspiracy theory realized narrative devolved point biden bought vote thought people would looked fact chilled,1,1
1383,"@ddayen 'Biden said he expects to have a quieter-than-normal ..'

Because silence is golden, and those big donors aren't laying out large sums to be talked to like the little people",ddayen biden said expects quieter normal silence golden big donor laying large sum talked like little people,1,1
1384,"@realDonaldTrump The Navajo Nation asked for PPE, you sent body bags. Yeah, something tells me that it wasn't the gift cards that got Biden the Diné vote.",realdonaldtrump navajo nation asked ppe sent body bag yeah something tell gift card got biden din vote,1,0
1385,Because Biden’s brain works,biden brain work,1,1
1386,"Some argue that even though tariffs are damaging, the Trump administration had good reason to impose them, and a Biden administration should continue them.

But the evidence shows that the negative effects of tariffs outweigh any small temporary protection https://t.co/uXuwzS8fgq",argue even though tariff damaging trump administration good reason impose biden continue evidence show negative effect outweigh small temporary protection,0,2
1387,What Biden does in the next 4 years could have a monumental impact on the global fight against corruption. Let’s hope this comes to pass!!,biden next year could monumental impact global fight corruption let hope come pas,0,2
1388,"@T3_RM @FirstSquawk No problem, Kamala Harris can always start identifying as Joe Biden",rm firstsquawk problem kamala harris always start identifying joe biden,1,0
1389,"@realDonaldTrump Biden: We are all Americans 
Trump: “Us” vs “Them”

Dude, you are a shit president. So divisive. I cannot wait until you crying isnt all I hear about all day",realdonaldtrump biden american trump u v dude shit president divisive not wait cry isnt hear day,1,1
1390,I’m curious to see what history will say. If history was taught properly I don’t think Biden/Harris would have ‘won’ the truth will come out but people need to open eyes!! .#Patriots,curious see history say taught properly think biden harris would truth come people need open eye patriot,1,0
1391,"Biden on #TraitorTrump admin. distributing vaccine: 'There is no detailed plan' just like his Healthcare plan, #Trumpvid19 plan, stimulus plan,campaign plan.He never had a plan for anything but playing golf and billing government for his properties use. 

https://t.co/fzm3UidnqG",biden traitortrump admin distributing vaccine detailed plan like healthcare trumpvid stimulus campaign never anything playing golf billing government property use,0,2
1392,"@curiosi99783541 @juliecat711 @Ryan_JXS @N0stradammit @Timcast The affidavits say nothing like on TV. The USPS contractor affidavit says only ""they acted kinda odd maybe"", his tv statement ""I had 255k fake Biden ballotss They bragged about it"". The real investigations turned up nothing like these claims. Nothing close.",curiosi juliecat ryan jxs n stradammit timcast affidavit say nothing like tv usps contractor affidavit say acted kinda odd maybe statement k fake biden ballot bragged real investigation turned claim close,1,0
1393,"@FoxNews Biden thought he invent mask, we already wear almost 9 months, not new ideas.",foxnews biden thought invent mask already wear almost month not new idea,1,0
1394,#Biden cheated,biden cheated,1,0
1395,@Transition46 @JoeBiden Then why isn't biden pushing solar panels on homes solar trees that can power a house instead he wants to destroy our eco system and put money in the democrats pockets it's just another democrat scam,transition joebiden biden pushing solar panel home tree power house instead want destroy eco system put money democrat pocket another democrat scam,1,0
1396,"@JRubinBlogger Nah, looks like they're moving on w destructive burn-it-down obstruction to prevent any real governance during the Biden administration. Oh and hypocrisy. Lots of hypocrisy.

The GOP is beyond saving. They're total goddamn monsters.",jrubinblogger nah look like moving w destructive burn obstruction prevent real governance biden administration oh hypocrisy lot gop beyond saving total goddamn monster,0,2
1397,@fullhousetx @GeorgePapa19 Biden will be right there next to him.,fullhousetx georgepapa biden right next,0,2
1398,@NickAdamsinUSA Why would Biden concede when he won the election?,nickadamsinusa would biden concede election,1,1
1399,Chinese step up attempts to influence Biden team - US official - BBC News https://t.co/Ymm5KpfQ6e,chinese step attempt influence biden team u official bbc news,0,2
1400,"@WDAYnews Well of course, Biden's compromised and the most corrupt ""elected"" POTUS ever! 
So unbelievably corrupt, so deep,
for so long! https://t.co/VQoZL2Oorh",wdaynews well course biden compromised corrupt elected potus ever unbelievably deep long,1,0
1401,Biden The Grinch Cancels Christmas: ‘You Cannot Be Traveling During These Holidays’ https://t.co/rZlfvonbGD via @TPInsidr,biden grinch cancel christmas not traveling holiday via tpinsidr,1,0
1402,"@JessicaHengeli @omonk1ey @justin_hart For six weeks, 3 days and 19 hours. 

I will laugh out loud imagining your screams as President Biden is sworn in.",jessicahengeli omonk ey justin hart six week day hour laugh loud imagining scream president biden sworn,1,0
1403,"Ratcliffe urges Biden to let Durham probe run its course, says more docs 'should be' declassified https://t.co/k2HzV40lmy #FoxNews",ratcliffe urge biden let durham probe run course say doc declassified foxnews,0,2
1404,"@LindseyGrahamSC @realDonaldTrump Know what?
#DiaperDonald doesn’t get to demand these additions while holding the military hostage
Guess he forgets the outcome of his shut down for the damn wall.
Trump lost, Biden won https://t.co/iiWJ3600cz",lindseygrahamsc realdonaldtrump know diaperdonald get demand addition holding military hostage guess forgets outcome shut damn wall trump lost biden,1,1
1405,@peonies12 @Angry_Staffer @JoeBiden President Biden can remove them.,peony angry staffer joebiden president biden remove,1,1
1406,"@LanganMary What is garbage?
The story?
Zucks comment?
The whole tweet?
The 911 account?
Or the allegations against Biden?",langanmary garbage story zucks comment whole tweet account allegation biden,0,2
1407,"@CNBC @CNBCPro If Biden comes to power, the gold price will return to 1200-1500",cnbc cnbcpro biden come power gold price return,1,1
1408,"@KDFildesMBA We have a real President, Biden and
 Vice President, Harris about to enter the WH.
America was spared, have a lot to be thankful for.",kdfildesmba real president biden vice harris enter wh america spared lot thankful,1,1
1409,"What I care about at least as much, maybe more so, than whether Biden or Trump is President come January, is that we have transparent, accountable, secure elections w/ integrity.  I care most about the Constitutionality, Democracy, legality, fairness &amp; rightness of our elections.",care least much maybe whether biden trump president come january transparent accountable secure election w integrity constitutionality democracy legality fairness amp rightness,0,2
1410,Joe Biden still doesn’t realize what the voters that Democrats have lost actually want https://t.co/t6eUdUbZkU,joe biden still realize voter democrat lost actually want,1,0
1411,"@EpochTimes @JocelynBenson So does that mean if they delete election data, then Joe Biden's fraudulent votes are deleted as well. Which makes Donald Trump the winner correct?",epochtimes jocelynbenson mean delete election data joe biden fraudulent vote deleted well make donald trump winner correct,1,0
0,Sidney Powell amends court filing that said Georgia votes flipped from Biden to Trump https://t.co/sXBbjv333D,sidney powell amends court filing said georgia vote flipped biden trump,1,1
1,@LisaMirandoCNN @wolfblitzer What's your thoughts on CNN's Jake Tapper's TV Interview tonight at 9 PM EST with Dem Pres Elect Biden &amp; VP Elect Harris?,lisamirandocnn wolfblitzer thought cnn jake tapper tv interview tonight pm est dem pres elect biden amp vp harris,0,2
2,Breaking #FoxNews Alert : Joe Biden just revealed what he's going to ask you to do on inauguration day.,breaking foxnews alert joe biden revealed going ask inauguration day,0,2
3,"@RWPUSA Richard, have you heard there could be several Republicans in PA urging their legislator to discard Biden electors?",rwpusa richard heard could several republican pa urging legislator discard biden elector,1,0
4,"@LeafCavalier @AFJustinKG1 Is that a real-life question? If it’s not obvious that Biden is a thousand times more decent and competent than Trump, then you have larger problems with your knowledge and reason.",leafcavalier afjustinkg real life question not obvious biden thousand time decent competent trump larger problem knowledge reason,1,0
5,"Ga-boosh! Game changer.

Biden Plans to Ban Noncompete, No-Poaching Clauses https://t.co/OJX9sO0dxN",ga boosh game changer biden plan ban noncompete poaching clause,1,0
6,@realDonaldTrump Joe Biden is the President-elect.,realdonaldtrump joe biden president elect,1,1
7,"@Bodhi8989 @RudyGiuliani Yeah Bro, fake ballots, boring tabulators hooked to the internet and kicking out poll watchers while still counting votes that only went towards Biden. Not even other Democrats on the ballot just Biden. They have a lot of proof that they have Shown in court.",bodhi rudygiuliani yeah bro fake ballot boring tabulator hooked internet kicking poll watcher still counting vote went towards biden not even democrat ballot lot proof shown court,1,0
8,"Pentagon blocks visits to military spy agencies by Biden transition team
By Greg Miller and Missy Ryan

https://t.co/KwXnDE9eTw",pentagon block visit military spy agency biden transition team greg miller missy ryan,0,2
9,CNN EXCLUSIVE: Biden says he will ask Americans to wear masks for the first 100 days he's in office -- through April.,cnn exclusive biden say ask american wear mask first day office april,0,2
10,"@laurenboebert You could have video tape of Joe Biden personally filling out ballots and scanning them himself, and the media would care less.

It's only about getting power back and getting rid of Trump.",laurenboebert could video tape joe biden personally filling ballot scanning medium would care le getting power back rid trump,1,0
11,"@maddow Because soon you will learn, that Joe Biden and a lot of others are going to prison for Treason",maddow soon learn joe biden lot others going prison treason,1,0
12,@QuarkToro @WitchDes @sinbethemoon @drmistercody @TimPoolClips I mean Biden’s an idiot,quarktoro witchdes sinbethemoon drmistercody timpoolclips mean biden idiot,1,0
13,This is insanely stupid Joe Biden says Trump should be they are for a peaceful transfer of power. That’s a bunch of horseshit the Democrats for four years while Trump was president never ever transferred power. They fought the president for four years trying to destroy him.,insanely stupid joe biden say trump peaceful transfer power bunch horseshit democrat four year president never ever transferred fought trying destroy,1,0
14,"@ScottBaio @LindaLiberty9 @JoeBiden Scott, sometimes Biden does speak the truth—like giving away the Dem plan to have Biden resign so Kamala can be presideny",scottbaio lindaliberty joebiden scott sometimes biden speak truth like giving away dem plan resign kamala presideny,1,0
15,"a fair #election, just as the 1 million patriots did in #WashingtonDC. So many of #Biden's followers are #liars, just like he is. Proof: https://t.co/7J1vdQW8iP @CNNPolitics #cnn @nytimes #newyorktimes @msnbc #msnbc @nypost #newyorkpost @oann #oann @foxnews #foxnews @nbcnews #abc",fair election million patriot washingtondc many biden follower liar like proof cnnpolitics cnn nytimes newyorktimes msnbc nypost newyorkpost oann foxnews nbcnews abc,1,0
16,WTF🤬 DeJoy cannot be removed by Biden. That power lies with the Postal Service's governing board's six members who were all appointed by Trump due to the Republican-controlled Senate blocking a slate of President Barack Obama's nominees for 8 years. https://t.co/SKjAsIN6eX,wtf dejoy not removed biden power lie postal service governing board six member appointed trump due republican controlled senate blocking slate president barack obama nominee year,1,0
17,"Beltway Insider:  Biden Transition, Trump Pardons, Iran, COVID Surge, Dinkins, Black Friday https://t.co/8YisYfl7Au",beltway insider biden transition trump pardon iran covid surge dinkins black friday,0,2
18,"@PeterGrantMP @JaneyGodley @ElaineFoster10 I totally agree, I only joined twitter last month when I knew Biden had won and the 🍊 would stop (hopefully) dominating this platform. Hiding behind a screen being cruel, lying, taunting just tells me that person is a coward who I would not even acknowledge irl. #losers",petergrantmp janeygodley elainefoster totally agree joined twitter last month knew biden would stop hopefully dominating platform hiding behind screen cruel lying taunting tell person coward not even acknowledge irl loser,1,1
19,"@mehhhokay @BenMefferd @DeItaone @CNN video proof, eye witnesses  testimonials, statistical impossibility, actual people who stated they didn't request mail in ballots and told they had voted already for Biden. But yea keep drinking the kool aid and watching CNN.",mehokay benmefferd deitaone cnn video proof eye witness testimonial statistical impossibility actual people stated request mail ballot told voted already biden yea keep drinking kool aid watching,1,0
20,"Ok, this Karen wins it. She's the ultimate Karen. I am 100% sure now that the Karens were the deciding votes in Biden's favor. He should be forever thankful. https://t.co/KAYrS5E0T1",ok karen win ultimate sure karen deciding vote biden favor forever thankful,1,0
21,@catturd2 You really believe they would take a vaccine? You’re probably the same people who believe Joe Biden wins the election.,catturd really believe would take vaccine probably people joe biden win election,1,0
22,@LindseyGrahamSC @realDonaldTrump Our liberty is at risk if you and the rest of the do nothing GOP don’t get behind Trump and correct this election fraud. Biden cheated and y’all are sitting back  watching. DO YOUR JOB!!,lindseygrahamsc realdonaldtrump liberty risk rest nothing gop get behind trump correct election fraud biden cheated sitting back watching job,1,0
23,Barely literate' Joe Biden should never have accepted nomination https://t.co/6y7e2UZyvF via @YouTube,barely literate joe biden never accepted nomination via youtube,1,0
24,*cough* Hunter Biden *cough*,cough hunter biden,1,0
25,@PivonkaMrs @RenayEllis @aldotcom The media only reported the news. The electoral college is going with the winner....Joe Biden,pivonkamrs renayellis aldotcom medium reported news electoral college going winner joe biden,1,0
26,@bradheath Well I guess he knows how Trump’s Attorneys feel getting threatened by the Democrats! Saying they’re going to kill their dog!😢both sides need to stop! But we can’t let this election be stole from the American people! Biden knew about the voter fraud and he should be arrested😤,bradheath well guess know trump attorney feel getting threatened democrat saying going kill dog side need stop let election stole american people biden knew voter fraud arrested,1,0
27,"@YesManKB @Scorpio731973 @Wit_ville @CNN Does he also realize the ""middle east treaties"" are treaties between counties that were not fighting in the first place just like they were not fighting during Obama/Biden term? Revisionist history I guess.",yesmankb scorpio wit ville cnn also realize middle east treaty county not fighting first place like obama biden term revisionist history guess,1,0
28,"@maggieNYT I'm sure when Biden administration gets in there, this will be found to be the norm.  I'm sure the corruption will be rampant, at least everything they don't destroy on the way out.",maggienyt sure biden administration get found norm corruption rampant least everything destroy way,1,0
29,@TheHopeHicks @jsolomonReports Dems are liars and cheats. Biden did not win the ejection.,thehopehicks jsolomonreports dems liar cheat biden not win ejection,1,0
30,"https://t.co/YhZoPgEhb8 ""People are in love... don't you worry Texas is with us. Texas will not be losing their religion or their God.""  This is nuts.

Trump insists he'll win Texas because Biden wants to ""take away your God."" Geeeeez, gone Bonkers.",people love worry texas u not losing religion god nut trump insists win biden want take away gez gone bonkers,0,1
31,"@Reuters Little known fact – that Biden’s support for Thatcher in 1982 was not the first time that the US helped kick Argie ass? Lexington Raid 1831 anyone? 
p.101  👇
https://t.co/v9LH3gvRm2 https://t.co/8BelTH63qU",reuters little known fact biden support thatcher not first time u helped kick argie as lexington raid anyone p,0,2
32,"Republican Senators Say People Will Eventually Accept That Biden Won, But It’s Not Their Job To Say Biden Won #SmartNews 
They are all Cowards. Every single one of them,- ⁦@SenateGOP⁩ ⁦@HouseGOP⁩  https://t.co/xkcVAFwvqN",republican senator say people eventually accept biden not job smartnews coward every single one senategop housegop,1,1
33,@AlkalineCheese @Trishalanette @FoxNews Biden got about 60 mil. Legitimate votes,alkalinecheese trishalanette foxnews biden got mil legitimate vote,1,0
34,"@ccake_jt @CNN CNN talk about a news ; "" Biden asked Dr. Anthony Fauci to be a chief medical adviser and part of his administration's Covid-19 response team"" and you telling us that it's totally insignificant ? in what ? Better then Trump's son-in-law to be the leader of that team",ccake jt cnn talk news biden asked dr anthony fauci chief medical adviser part administration covid response team telling u totally insignificant better trump son law leader,0,2
35,@MarkDice Free Americans ask Biden to kiss their ass.,markdice free american ask biden kiss as,0,2
36,"@TrumpVoterWTF @realDonaldTrump You may be surprised, but the Election will not be won by whoever has the most sheep audience around him. It must be really painful for some to realize that Biden didn't need such a theater and still won. 😁",trumpvoterwtf realdonaldtrump may surprised election not whoever sheep audience around must really painful realize biden need theater still,1,0
37,"@AP @yashar @CNN The minute that Biden does,you know there'd be people who won't wear one just to own the Libs &amp; something,something,something....freedom. https://t.co/qHuUtDKh1M",ap yashar cnn minute biden know people wear one libs amp something freedom,1,0
38,"@GirlieLonghorn @Boudicea3 @JoeBiden Ignore these Haters..Biden Only won 300 Counties out of 3000 Yet he Over Performed in 5 Places 
Pennsylvania, Detroit,Philly, Atlanta and Milwaukee..They decide the Election pretty much in thr States..Yes a Video of Suitcases of Hidden Ballots came out.",girlielonghorn boudicea joebiden ignore hater biden county yet performed place pennsylvania detroit philly atlanta milwaukee decide election pretty much thr state yes video suitcase hidden ballot came,1,0
39,@Jedimaster46 @steph93065 Mean they are right we don’t like Biden but trumps killing people sooooo. Imma go with the guy that didn’t publicly tell his followers to shoot peacefully protests or threaten to send the military in on peaceful protests... or doesn’t call COVID the “China virus”,jedimaster steph mean right like biden trump killing people imma go guy publicly tell follower shoot peacefully protest threaten send military peaceful call covid china virus,1,0
40,The one good guy in the admin...glad he’s Ridin with Biden now.,one good guy admin glad ridin biden,1,1
41,"@nytimes BIDEN ADMINISTRATION SHOULD GET RID OF IT IMMEDIATELY UPON TAKING OFFICE.

THIS IS NOTHING MORE THAT ""TRUMP REPUBLICAN"" RACISM, BIGOTRY, &amp; WHITE SUPREMACIST POLITICS IN ACTION... 

NO WAY!  ENOUGH!!!",nytimes biden administration get rid immediately upon taking office nothing trump republican racism bigotry amp white supremacist politics action way enough,1,0
42,"Don't forget America is still suffering from coronavirus and our government ain't doing nothing about it. People gonna get evicted and lose jobs, money, homes. They not gonna help us. I'm glad Biden is president but there's so much with the government that one man can't do it all",forget america still suffering coronavirus government nothing people gon na get evicted lose job money home not help u glad biden president much one man,1,1
43,"#KellyanneConway acknowledges Biden as apparent winner | 
https://t.co/e31UNNKAQp",kellyanneconway acknowledges biden apparent winner,1,1
44,Trump's economic team accused of 'sabotaging' Biden before exiting https://t.co/c8GsvvV7wp,trump economic team accused sabotaging biden exiting,0,2
45,"@realDonaldTrump @seanhannity #DiaperDon #LameDonaldDuck #GiveItUpBabyHueyDonny YOU LOST. TIME TO GIVE YOUR PRESIDENT... OUR NEW, BETTER PRESIDENT BIDEN A BIG KISS HELLO! https://t.co/NB2MFnYrHP",realdonaldtrump seanhannity diaperdon lamedonaldduck giveitupbabyhueydonny lost time give president new better biden big kiss hello,1,1
46,"@glassmanamanda @JoeBiden @KamalaHarris @CharlesBHolmes @BethCameron_DC @RebeccaKatz5 @JeremyKonyndyk Yes! See our new brief: Making the Biden-Harris Transition Plan (@Transition46) for #COVID19 Gender-Responsive - It includes key policy recommendations for ⬆️ #genderequity in economic recovery. https://t.co/LHWMYluiuq…

cc: @Gender_COVID19",glassmanamanda joebiden kamalaharris charlesbholmes bethcameron dc rebeccakatz jeremykonyndyk yes see new brief making biden harris transition plan covid gender responsive includes key policy recommendation genderequity economic recovery cc,0,2
47,@RichRaho Biden is a ruthless blood thirst pro 3rd term abortion killer. And any member of the Catholic clergy who supports these child abusers are being condemned by God....Hell awaits you my friend.,richraho biden ruthless blood thirst pro rd term abortion killer member catholic clergy support child abuser condemned god hell awaits friend,1,0
48,"Great job team.  Biden is just reinstalling all the people the failed in the BO admin. 

Filling the swamp back in.",great job team biden reinstalling people failed bo admin filling swamp back,1,1
49,@crampell Stock market gains are because of Biden,crampell stock market gain biden,1,1
50,I got my ridin with biden t-shirt,got ridin biden shirt,0,2
51,"Dr. Fauci, who turns 80 this month, will be staying on in his job and advising Joe Biden! 
https://t.co/No511Uh3in",dr fauci turn month staying job advising joe biden,0,2
52,"@NicolleDWallace again, AGAIN, begging for reporting on Republicans who will work with Biden.  THEY ARE NOT GOING TO DO IT.  JESUS.",nicolledwallace begging reporting republican work biden not going jesus,1,1
53,"#OfficePool Will Joe Biden know what ""state"" he is in at 1:00 P.M. on January 20, 2021?",officepool joe biden know state p january,1,0
54,"WELL, why did Trump win the majority of counties that used Dominion? If they switched names, they must have switched from Biden to Trump.
https://t.co/BCZI92kXAM",well trump win majority county used dominion switched name must biden,1,0
55,@trustyrock @nerode_n @Redistrict Didn’t say you had to take my word. And I voted for Biden FYI,trustyrock nerode n redistrict say take word voted biden fyi,1,1
56,"Does Dr. Anthony Fauci have a place in President-elect Biden's administration? 

https://t.co/VTt1rskeq1",dr anthony fauci place president elect biden administration,0,2
