,raw_text,subjectivity,polarity
29,@TheHopeHicks @jsolomonReports Dems are liars and cheats. Biden did not win the ejection.,1,0
30,"https://t.co/YhZoPgEhb8 ""People are in love... don't you worry Texas is with us. Texas will not be losing their religion or their God.""  This is nuts.

Trump insists he'll win Texas because Biden wants to ""take away your God."" Geeeeez, gone Bonkers.",0,1
31,"@Reuters Little known fact – that Biden’s support for Thatcher in 1982 was not the first time that the US helped kick Argie ass? Lexington Raid 1831 anyone? 
p.101  👇
https://t.co/v9LH3gvRm2 https://t.co/8BelTH63qU",0,2
32,"Republican Senators Say People Will Eventually Accept That Biden Won, But It’s Not Their Job To Say Biden Won #SmartNews 
They are all Cowards. Every single one of them,- ⁦@SenateGOP⁩ ⁦@HouseGOP⁩  https://t.co/xkcVAFwvqN",1,1
33,@AlkalineCheese @Trishalanette @FoxNews Biden got about 60 mil. Legitimate votes,1,0
34,"@ccake_jt @CNN CNN talk about a news ; "" Biden asked Dr. Anthony Fauci to be a chief medical adviser and part of his administration's Covid-19 response team"" and you telling us that it's totally insignificant ? in what ? Better then Trump's son-in-law to be the leader of that team",0,2
35,@MarkDice Free Americans ask Biden to kiss their ass.,0,2
36,"@TrumpVoterWTF @realDonaldTrump You may be surprised, but the Election will not be won by whoever has the most sheep audience around him. It must be really painful for some to realize that Biden didn't need such a theater and still won. 😁",1,0
37,"@AP @yashar @CNN The minute that Biden does,you know there'd be people who won't wear one just to own the Libs &amp; something,something,something....freedom. https://t.co/qHuUtDKh1M",1,0
38,"@GirlieLonghorn @Boudicea3 @JoeBiden Ignore these Haters..Biden Only won 300 Counties out of 3000 Yet he Over Performed in 5 Places 
Pennsylvania, Detroit,Philly, Atlanta and Milwaukee..They decide the Election pretty much in thr States..Yes a Video of Suitcases of Hidden Ballots came out.",1,0
39,@Jedimaster46 @steph93065 Mean they are right we don’t like Biden but trumps killing people sooooo. Imma go with the guy that didn’t publicly tell his followers to shoot peacefully protests or threaten to send the military in on peaceful protests... or doesn’t call COVID the “China virus”,1,0
40,The one good guy in the admin...glad he’s Ridin with Biden now.,1,1
41,"@nytimes BIDEN ADMINISTRATION SHOULD GET RID OF IT IMMEDIATELY UPON TAKING OFFICE.

THIS IS NOTHING MORE THAT ""TRUMP REPUBLICAN"" RACISM, BIGOTRY, &amp; WHITE SUPREMACIST POLITICS IN ACTION... 

NO WAY!  ENOUGH!!!",1,0
42,"Don't forget America is still suffering from coronavirus and our government ain't doing nothing about it. People gonna get evicted and lose jobs, money, homes. They not gonna help us. I'm glad Biden is president but there's so much with the government that one man can't do it all",1,1
43,"#KellyanneConway acknowledges Biden as apparent winner | 
https://t.co/e31UNNKAQp",1,1
44,Trump's economic team accused of 'sabotaging' Biden before exiting https://t.co/c8GsvvV7wp,0,2
45,"@realDonaldTrump @seanhannity #DiaperDon #LameDonaldDuck #GiveItUpBabyHueyDonny YOU LOST. TIME TO GIVE YOUR PRESIDENT... OUR NEW, BETTER PRESIDENT BIDEN A BIG KISS HELLO! https://t.co/NB2MFnYrHP",1,1
46,"@glassmanamanda @JoeBiden @KamalaHarris @CharlesBHolmes @BethCameron_DC @RebeccaKatz5 @JeremyKonyndyk Yes! See our new brief: Making the Biden-Harris Transition Plan (@Transition46) for #COVID19 Gender-Responsive - It includes key policy recommendations for ⬆️ #genderequity in economic recovery. https://t.co/LHWMYluiuq…

cc: @Gender_COVID19",0,2
47,@RichRaho Biden is a ruthless blood thirst pro 3rd term abortion killer. And any member of the Catholic clergy who supports these child abusers are being condemned by God....Hell awaits you my friend.,1,0
48,"Great job team.  Biden is just reinstalling all the people the failed in the BO admin. 

Filling the swamp back in.",1,1
49,@crampell Stock market gains are because of Biden,1,1
50,I got my ridin with biden t-shirt,0,2
51,"Dr. Fauci, who turns 80 this month, will be staying on in his job and advising Joe Biden! 
https://t.co/No511Uh3in",0,2
52,"@NicolleDWallace again, AGAIN, begging for reporting on Republicans who will work with Biden.  THEY ARE NOT GOING TO DO IT.  JESUS.",1,1
53,"#OfficePool Will Joe Biden know what ""state"" he is in at 1:00 P.M. on January 20, 2021?",1,0
54,"WELL, why did Trump win the majority of counties that used Dominion? If they switched names, they must have switched from Biden to Trump.
https://t.co/BCZI92kXAM",1,0
55,@trustyrock @nerode_n @Redistrict Didn’t say you had to take my word. And I voted for Biden FYI,1,1
56,"Does Dr. Anthony Fauci have a place in President-elect Biden's administration? 

https://t.co/VTt1rskeq1",0,2
57,"https://t.co/FxoPGfhBLx

#biden @JoeBiden #trump @POTUS #eviction we the American people demand tenant protection nationwide! It is too easy to rent property!",0,2
58,@sarna_chris @MikeBalsamo1 @ZekeJMiller @realDonaldTrump The intelligence briefings are a 'courtesy' of  the President. I highly doubt Biden will extend Trump that courtesy.,1,1
59,"Don't worry everyone, once Biden is inaugurated we will get a $5 Whole Foods gift card and a list coding classes to sign up for.",1,0
60,@FoxNews 🖕🏻#Biden and 🖕🏻his 100 days of mask. What an idiot,1,0
61,@RudyGiuliani Out of 100 randomly selected ballots in Georgia 2 of them were changed to biden illegally. Trump won Georgia Bigley,1,0
62,President-elect Biden says he has asked Fauci to stay on and join COVID-19 team https://t.co/PquHxpc96h,0,2
63,what's biden's student loan forgiveness plan bc i wanna pack up n start somewhere esle😣,1,1
64,@palomacreative @chrisgalea How are you? Miss you to! 45 days until Biden yeah,1,0
65,@Acosta Can Joe Biden fire them?,0,2
66,"Check out this new article by @MichaelGerrard on ""How Biden Can Put the U.S. on a Path to Carbon-Free Electricity"" https://t.co/bQqp3OSQzk  @YaleE360 and join us on 12/14 to discuss how we can build a new grid without new legislation https://t.co/wSWtx80yKg",0,2
67,"DeadlineWH: ""Yes there is a vacuum. There are some conversations that may or may not be taking place, but the promise that Biden is offering, is that he's straight as an arrow and he's gonna be able to cut deals with Mitch McConnell"" - @HansNichols w/ @N… https://t.co/GfPnbZhLMl",0,2
68,@realDonaldTrump The BIDEN EFFECT! Way to go Joe!!!,1,1
69,@realDonaldTrump Thank you President Joe Biden,1,1
70,"To be fair, if Joe Biden was my dad, I’d smoke crack too. Merica. 🇺🇸🇺🇸

25% OFF at ===&gt; https://t.co/RSUkLu3VXJ today.
. https://t.co/zmrxvPQB9W",1,0
71,"REPORT: Joe Biden Wants To Use Coronavirus Relief to Fight ""Climate Change"" https://t.co/0Y6sDZR0Ok",0,2
72,@AriAramesh US national security or Biden's non-disclosure,0,2
73,@DonaldJTrumpJr I wonder the same with what @FoxNews would have been saying about Biden? Oh I forgot they don't like your daddy anymore.,1,0
74,"I'm sorry, but lay off Biden with the ""not enough diversity appointments"" crap. Let the man first get elected, for chrissakes.",1,1
75,@AOC Would do well to start using term “Reimagining the Police” and promote Biden’s tax plan.,1,0
76,@abbydphillip And it begins. The next four years will be spent with CNN trying to find/create drama in everything Biden does just to boost ratings. 🤦🏻‍♀️,1,0
77,"@PopsFrank @BrianFournier23 @glgreg1 @bae_miami 80 MILLION of U DID NOT VOTE FOR BIDEN! Trump is for Trump? WTF does that mean? He got rid of ISIS, OBAMAS JV, He brought MANUFACTURING JOBS BACK THAT OBAMA SAID WERE ""GONE FOREVER"" ! U R A CLUELSS CNN WATCHING LOW IQ SAP! DEMS R LAUGHING AT U! They played u SAPS LIKE A STRAD",1,0
78,@umichvoter99 Could you do the Whitmer &gt;&gt;&gt; Biden swing?,1,1
79,@briantylercohen Atleast he will be treated with respect under Biden_Harris admin.,1,1
80,JUST IN: Biden will call for people to wear masks for 100 days.--The Hill,0,2
81,"@BurntOutCase Anyway it looks like Biden's final margin of victory will be about 4.5%.  If you had been right about it being a point lower, Trump probably would've won, but Biden was more popular than you expected. That puts the national polls about 3.5 points off, a typical polling error.",1,1
82,@cronieees @KEEMSTAR Cause she's black its thanks to Biden? Thats messed up,1,1
83,Im fucking pissed you want trump but you don't think biden is good 2 words FUCK YOU,1,0
84,"Biden: $1,200 Checks ‘May Still Be In Play’ In Stimulus Deal
https://t.co/poqKQDO2hP https://t.co/ZzqaBXQrKD",0,2
85,US President-elect Biden says has asked Fauci to stay on on his administration https://t.co/vShOVAjhnn,0,2
86,@realDonaldTrump #DiaperDonald is a fanboy of Biden... who knew!,1,1
87,"@CopingMAGA I'm mean, he's got a point.  There is no surgery to explain Biden",1,0
88,"@TalkRetro I think it may be a good idea, because you know for a fact Trump will criticizine everything Biden's team does, he did it to Obama, he'll do it to Joe!",1,0
89,"In another indictment of NY's results reporting, I'm getting two different sets of ""final"" results for Suffolk Co., NY:

NY's certification says: Trump 375,821, Biden 368,000
Suffolk Co. says: Trump 381,253, Biden 381,021

Who's right?",1,0
90,@EliseStefanik @millermeeks I admit I don't know the details of this case so I have no comment. But I haven't heard outrage about the total lack of voter fraud evidence put forth by POTUS or acceptance as Biden as President elect.  What a slap in the face of all American voters!,1,0
91,if biden wins georgia one more time he’ll tie FDR! i say one more recount for the heck of it.,1,1
92,Kamala Harris choosing old Clinton and Obama employees to help her.Really! We might as well have President Obama choose their cabinet members. Hispanic Caucus and NAACP  forget the idea that Biden is going to choose candidates to your liking. #Biden #CNN,1,0
93,"In this week's @NWABJ Report,  a #UARK economist discusses what Biden's cabinet picks might mean for the economy https://t.co/qs7TAt0fUC",0,2
94,"@ParianC @elenaparent @GaSecofState No but pallets can.  Seriously, are you calling all these people that have come forward and signed affidavits liars?  Joe Biden doesn't even know what he's doing.",1,0
95,"@SillymanSherzad @CopingMAGA No its gonna be Joe Biden, anyone who wins the presidential election gets the person of the year since carter, and before that the presidents would get it at some point during their tenure.",1,1
96,It’s over but Biden leads by 7 million votes and counting.,1,0
97,"Biden will puzxle the world... No one knows, even himself, what he is going to think and specially to say...",1,0
98,@realDonaldTrump BREAKING: Biden's national popular vote lead just surpassed 7 million (4.5%)...,0,1
99,@jaketapper @JoeBiden @CNN @CNNSitRoom Jake must be happy.  Why is Fauci enabling Biden.  He must be investigated.,1,0
100,@RealCandaceO Did you hear Purdue say McConnell can work with Biden better than Trump with pelosi,1,1
101,"@LeviMarine295 @CopingMAGA Always grasps to give Trump credit for shit and actively helped Trump by discouraging support for Biden

She did a shitty job for Bernie too, idk why anyone likes her",1,0
102,"@realDonaldTrump @seanhannity So sorry Sir, but I think ENOUGH IS ENOUGH. I read that you already spent 8.8 million for recounting vote, Biden is winning. No President have a power to overturn a fair election with no evidence.",1,1
103,@Jim_Jordan That makes me wonder. In what world does Joe Biden get millions more votes than Obama?” Using your brain for more than two seconds might have led you to the answer: The world where nearly everyone is confined to their homes and you can vote from your couch.,1,1
104,President-elect Joe Biden said he spoke to Dr. Anthony Fauci about the need to instill confidence in any coronavirus vaccine. https://t.co/SrVc7jsGEg,0,2
105,"More than 1,000 tweets disappear from Biden OMB nominee Neera Tanden's Twitter feed https://t.co/rlNSKTUYId",0,2
106,@JUSTICETIME7 @newtgingrich @FoxNews Morboseen Biden is the real fraud.,1,0
107,@johnrich You may be right. I dropped Stapleton form my play list after he endorsed Biden. I wish more country Artists would speak out.,1,0
108,what is biden's plan for superstore to get picked up by hulu,0,2
109,@EricTrump Thanks President elect Biden!,1,1
110,"@rikkijklieman @rikkijklieman,
Trying to convey sentiment via 280 characters is impossible🙂. Your original comment was not critical &amp; mine was meant to compliment Biden - it is a significant step. When the use of masks becomes reflected in the data, maybe deniers will begin to 'see' (I hope).",0,2
111,"Biden won Georgia not once, not twice but THRICE",0,2
112,"Jim Crow land ownership spurs black farmers appeals to Biden. “Many Black land owners do not trust the process,” Hamilton said. “The reason that heirs’ property is so prevalent is we have been taken advantage of. https://t.co/3cF7KHG4Uc",0,2
113,Joe Biden says he'll ask Americans to wear masks for 100 days https://t.co/LNkirVZ6Vs via @nypost,0,2
114,"@realDonaldTrump Dear President Trump 
Joe Biden, CNN, ""Big Tech"", etc all are tempting you to bring the fraudulent election &amp; the president-election to the Supreme Court, the House.
I think, ""They've already prepared traitors for Biden.""
They are committing treason.
We trust you, Mr. President !",1,0
115,@BernieSanders I know you are but what am I? You were complicit and got SMOKED by Clinton AND Biden OMG you let those fools walk all over you and you still stand with them. You are a socialist and AMERICA will NEVER BE SOCIALIST! Please retire,1,0
116,"@doritegrocery What the hell does any of what he mentioned, like Kerry or Paris Accord have to do with uplifting or even directly benefiting the #ADOS voters who voted for Biden? https://t.co/dinZlH1CYP",1,0
117,LOL- as if fraud like that is just forgotten!! Biden will NEVER be president! He cheated! Simple! He disqualified himself! End of story 👍,1,0
118,@DailyCaller Biden and Kamala passed gas on TV. That’s what you get with these old washed up wind bags,1,0
119,"@Fiorella_im What double standards ? I did not say that Bernie shouldn't be criticized. He failed us miserably by endorsing Biden while the primaries weren't over. But when it comes to the primaries, she had even less of a spine than him because of this endorsement made before Bernie dropped.",1,0
120,Biden says he’s likely to ask the country to wear a mask for 100 days - ABC News - https://t.co/wfu8uf4Uyy via @ABC,0,2
121,"Biden wants to raise top income tax rate to nearly 40%
https://t.co/WRSTnR4B0u",1,0
122,@miroslav_krupka @AlwaysChildfree @Transition46 BIDEN CANT DO SHIT WHILE MITCH IS IN CONTROL. https://t.co/lR3S3zmBsR,1,0
123,Tune into the #WorldUnpacked to hear @AltamarPodcast co-host @Muni_Jensen join @LauraLMagnuson for a discussion on flash points across Latin America and the incoming Biden administration’s priorities in the region https://t.co/3G0eCnln5G,0,2
124,"@rock1040 @amjoyshow @thereidout Biden was installed by the 1% to preside over the impending collapse. How ironic! Prepare for austerity. The goal is to socialize us all 4 The Common Good by, of &amp; 4 the banking cartel.
John Kerry Says 'Great Reset' Is Needed To Stop Rise Of Populism. 
https://t.co/wTQXvCssr0",1,1
125,"UPCOMING EVENT: The UN: Japan &amp; US in the Suga, Biden Era. Tim Sisk &amp; Akiko Fukushima will discuss UN’s importance in foreign policy &amp; opportunities &amp; challenges the new administrations in Japan &amp; the US face to use the agency effectively. Dec. 9, 2 pm MT https://t.co/Scb6cKZsdw",0,2
126,Tell @SpeakerPelosi .  She is Tone Deaf and even President Biden  said we need a stimulus check now.   She needs to resign.,0,2
127,"@tedcruz Get a voice of your own. Stop following Trump! Makes you look so weak. Mitch-tax breaks for rich people. Biden, tax rich. Come on, man.",1,0
128,"@17DISH @KamalaHarris @JoeBiden Examples please? Cause we got a laptop with a verified receipt, FBI confirmation the laptop was subpoena’d in a money laundering investigation, an undisputed email account &amp; corroboration from a Hunter Biden business partner that Joe Biden is corrupt.",1,0
129,@abbydphillip @Yamiche @KellyannePolls @AmandaBecker Looks like? Can they not do math or are they afraid to say the truth because they've been lying for too long. Practice in the mirror. Say it slow. Suck your thumb after if you need to. BIDEN WON.,1,0
130,"@Thundersticks55 @johncardillo LOL white flag, I’ll see you Jan 20th when the rightful president (Biden) is sworn in",1,0
131,"Joe Biden said Thursday that he will ask Americans to commit to 100 days of wearing masks as one of his first acts as president, stopping just short of the nationwide mandate. https://t.co/xSmGAU8Bkx",0,2
132,Good to see the incoming Biden administration has reached out to China and allowed them to use the famous moon film set used by Armstrong.,0,2
133,@AFP @HunterJCullen Trump is salting the earth for Biden. If only we had a way to curtail the chaos of a disgruntled demented egomaniac of an excuse for a president who never did his job.,1,0
134,@DailyCaller TRUMP IS STILL POTUS. WHO IS JOE BIDEN? A nothing burger right now.,1,0
135,Biden is really unstable. It's sad how he's being used. Jill should stop this because he is a puppet.  Harris says don't take the vaccine. Such a moron,1,0
136,"Hello leadership! 
Thank you @JoeBiden for caring about American lives. 🙏🏻

President Biden will ask Americans to wear a mask for his first 100 days of Presidency. 
https://t.co/LzfhEz0VZq",0,2
137,@Volup_Val Keep laughing !!! That video alone could cause Biden the white house,1,0
138,"@MercoPressNews Little known fact – that Biden’s support for Thatcher in 1982 was not the first time that the US helped kick Argie ass? Lexington Raid 1831 anyone? 
https://t.co/gWrMmF1xAY
Or p.101  👇
https://t.co/v9LH3gvRm2",0,2
139,Does everyone know that Biden and Harris will be on Jake Tapper tonight?,0,2
140,"Trump To Sell Arctic Refuge Oil Leases 2 Weeks Before Biden Inauguration

President-elect Joe Biden has pledged to safeguard the Arctic National Wildlife Refuge. 

https://t.co/PLmfn0Ej3F via @HuffPostPol",0,2
141,Big announcement from the Biden Transition team expected on Monday!,0,2
142,"@realDonaldTrump Let me explain to you how this ends. With Joe Biden as President.

https://t.co/oosTup5czr",1,1
143,RT @BBCWorld: President-elect Joe Biden says Covid vaccination will not be mandatory in the US https://t.co/1JJZc3x4pV,0,2
144,"@nickslizz @RebeccaCPayton2 @derdrako @jimsciutto Nah. I’m not kidding you. I read your tweet and I don’t see what you’re saying. Yes...Trump voters on Election Day, most Biden voters by mail, as was predicted. If they can’t count until polls close, then it takes time to actually get them counted. What doesn’t make sense?",1,0
145,"Don’t buy into Biden’s “dark winter” doom and gloom talk. Let’s keep up our positive, joyful American spirit. The dark can’t live in the light, so let’s spread that around and drive out the adversary with joy, laughter, love, goodness. https://t.co/v5dFLfEiev",1,1
146,@ChrisCuomo Why didn’t you look into Biden’s computer? Oh because the boss said no!,1,0
147,"President-elect Joe Biden will ask Americans to wear a mask for the first 100 days of his presidency

https://t.co/8IxaLPVQdI",0,2
148,@EricTrump Thanks to President Joseph R Biden!!!!!!!!,1,1
149,@AndreasLupus @taylorvdonovan @kibsbobstweet We can see what they did.  What the Biden's did was hidden and under the table.,1,0
150,"Biden says he will ask Americans to wear masks for 100 days after he’s inaugurated. What say you?
I say screw that.",0,2
151,@DailyCaller Joe Biden AKA. Richard Cranium. https://t.co/A7NAqpR73t,1,0
152,@dbongino Biden isn't gonna be asking anyone shit.  Don't drop the soap at Gitmo.,1,0
153,"Get ready America. Remember that Hitler, Mussolini, Mao, Castro, and the current leader of Venezuela all preached some form of socialism on their way to power. And all of them disarmed the citizens. Biden just wants the ammunition. Same results.",0,2
154,I already know cops gonna be on that bs when Biden gets officially sworn in,1,0
155,@ParianC @elenaparent @GaSecofState It doesn't matter what the vote totals were at a county level.  It all gets aggregated to state level.  Biden could have won Fulton by 700K votes.  Just the ballots in the suite cases could be the difference for the state.,1,0
156,"There weren't that many areas where Galvin outran Biden (Fairbanks probs the biggest), but the ones that she did outperform him in ultimately pushed her into being the best performing Alaska Democrat in 2020. 

@SenhorRaposa 
@cinyc9",1,0
157,"Forensics Examination Of Dominion Machine From Ware County,Georgia Found EVIDENCE Of Trump Votes Being Switched To Biden https://t.co/PBd418IeG1",1,0
158,"@realDonaldTrump Ladies and Gentlemen, the 46th President of the United States and First Lady of the United States Joe and Jill Biden and their dog Champ. https://t.co/Yp3DmPDvU8",1,0
159,"@doublehh3rd @jasapollo_ @nafnared2 @thesupercheckm1 Again, this just adds more to my argument once the DNC signaled Biden as their preferred candidate voters understood the signal and voted for who the DNC wanted them to vote for. Considering Michigan was a week after Super Tuesday, the point still stands.",1,0
160,"@FraminghamDems Mass. electors named, set to cast votes for Biden-Harris ticket on Dec. 14 https://t.co/jvYz2PZqLN via @BostonGlobe",1,0
161,@DailyCaller Joe Biden isn’t president elect he’s still a Candidate https://t.co/mLSb8HYkN4,1,1
162,@ErinLodes He could have been right? We won't know for sure but Biden *did* win.,1,1
163,@JonathanTurley When you gonna start piling on Biden?,1,0
164,"#Trump is trying to fuck things up for President Biden. He's never been about ""AmericaFirst"" as he claims, it's #TrumpFirst ~ always. There's speculation he's setting up a shadow gov't. but he lacks the knowledge to do so and would be clueless as to what to do with it! 🤦‍♀️🙄",1,0
165,"NEW from me: David Cohen, ping pong whiz and terrorist money hunter, fmr deputy CIA Director who helped steer modernization efforts at agency (including a review of cover in the digital age) a top pick for Biden CIA chief:

https://t.co/E1JCqb9xLI",0,2
166,"if I were Joe Biden, I would simply tell Bales that I am going to extradite him to Afghanistan once he is released",1,9
167,Archbishop Chaput is holy and courageous. He calls a spade a spade. #biden https://t.co/YPfcjWW4nO,0,2
168,@stillgray @OcrazioCornPop Disputed by the feral Biden supporters that stay on here 24/7 sending in complaints against everyone they dont agree with.,1,0
169,"@glr4cblaw @BigDaddyLiberty @realDonaldTrump @RealWayneRoot @DonaldJTrumpJr @thehill @gatewaypundit @JoeTalkShow @atensnut @DailyCaller @CarmineSabia @EricTrump Don't beg. It is unbecoming.  

Corruption &amp; the Biden's.  47 years in government &amp; Millionaire with nothing to show. Well Ukraine, China, Russia and more funneled into the Biden's. Joe knew and profited.",1,0
170,"Biden needs to make this right from day one. Americans living in hotel rooms, hungry, desperately taking to social media to beg for money that their government should’ve been providing all along. The richest nation on earth. And McConnell doesn’t give a ruby red fuck. Why?",1,0
171,"@Nerdinat0r @SOI_7_ what arent they advertising? rappers, star wars, avengers, even fucking joe biden got to advertise in it. its ridiculous.",1,0
172,"@Based_Brazilian @CarlaZambelli38 Led by Joseph Biden?
Seriously???",1,0
173,If you’ve never worn fuggs you should be really afraid of Biden’s tax plan,1,0
174,"@realDonaldTrump The loser road show travels to a Biden state.

#LoserInChief",1,1
175,@realDonaldTrump Thank God you lost Orange Loser! THANKS JOE BIDEN https://t.co/MBO0uGmrMV,1,1
176,Biden wins again!,1,1
177,"@realDonaldTrump On news Biden will call for 100
Days of mask!!!",0,2
178,"@JeffMerkley Survey USA also had Biden ahead in North Carolina
by 5 pts.

Trump won NC by around over 2.
Perdue is currently ahead by 2.",1,0
179,"It's about THE GREAT RE-SET OF THE CENTRAL BANKS BIDEN IS IN ON IT WITH THEM, THE RESET IN HAPPENING ALL OVER THE WORLD, THEY WANTED A WAR TO HIDE THE GREAT RESET when you go to the store and there's no food they will say it the China virus.. https://t.co/88h4MPqhr7 via @YouTube",0,2
180,"@Freedom32914939 @EmeraldRobinson @judgeyourself99 @realDonaldTrump Really?  Because if you're expecting #TraitorTrump to somehow still be in office after January 20th, I think it's going to be quite brutal for you and your cult brainwashing.

Biden won.  He will be your president.  The election wasn't stolen.  Come back to reality🙂",1,1
181,"#FoxNews🇺🇸  Biden urges taking coronavirus vaccine, wearing masks but says they shouldn’t be mandatory https://t.co/z2EQ1YCFWl",0,2
182,@staceyabrams I pray Biden recognizes your talent and gives you countrywide responsibility commensurate with your abilities. 🙏,1,0
183,@aaronjcarpenter I’m going to troll you so bad once Biden gets sworn in 🤣,1,0
184,"@nypost Guess thats the dogs equivalent to ""pull my finger""  we all know how Biden likes to sniff things",1,0
185,@drdeblk @Mq_Man007 @lloydon @RudyGiuliani Video evidence and you still believe Biden won,1,0
186,"Chinese people don’t own Joe Biden. Maybe the government. But please remember, Joe Biden and all Democrats are cheating And Stealing NOW. They are also American. Do not judge people by race.",1,0
187,Pundits like Ed Rollins actually act as if Biden won legitimately &amp; that you're on wild goose chase: No wonder dems crap on conservatives all the time!#realdonaldtrump,1,0
188,@rolandsmartin Biden will keep his word on diversity.  D listers want attention.  I guarantee a black AG and black HUD administrator.  Bidens taken the high ground promising vaccine will get to black communities which is more important.,1,1
189,"M.E. Peace deals, No new wars &amp; Fairer trade deals?? Lying hacks...Donald Trump's Foreign Policy Leaves Behind Destruction—and Opportunity—for Joe Biden https://t.co/ZeBDzECpBT",1,0
190,i hope biden makes merrick garland his attorney general as a final kick in the balls to trump,0,2
191,"@iheartmindy Biden won Georgia by 12,000 votes
Well here we go
Flipped georgia to trump!!!!",1,1
192,Do We Need Help Brokering a Trump-Biden Unity Government? https://t.co/Mtod6AlIG7,1,1
193,@wsvn It’s President Elect Biden not Vice President Biden. Stop with the Trump propaganda!,1,1
194,"Arizona Court DENIES Trump's latest election challenge.

For the record, that's 46 post-election lawsuit losses, as well as losing the election, so 47 wins for Biden.

Republican Hannukah continues.",1,1
195,Biden to urge wearing masks for first 100 days in office https://t.co/7OC09R3sOB,0,2
196,"@th3strikes Its Over, The GOP is No Longer Going to Bend Over Backwards for Trump..Joe Biden Will Be Sworn in as President on January 20th",1,1
197,@realDonaldTrump Stock market up thanks to Joe Biden entering the white house,1,1
198,"@Gidi_Traffic President-elect Joe Biden plans to call on Americans to wear masks for his first 100 days in office.Biden has long urged Americans to wear masks to combat #COVID19 pandemic. 
""Just 100 days to mask, not forever.100 days.And I think we'll see a significant reduction"" https://t.co/bg3wHLtVPb",0,2
199,@Gardenmorning13 OF COURSE HE SHOULD.  Biden had nothing to do with it!!,1,1
200,"@LLinWood @SidneyPowell1 Newt is 100% correct.  Democrats will vote anyway leaving America to deal with the Trifecta of Schumer, Pelosi, and maybe Biden in control of EVERYTHING.  NOT GOOD FOR US.",1,0
201,@Redistrict But the whole new york state swung towards biden's thanks to upstate NY,1,1
202,"@realDonaldTrump Thanks Biden!
The economy still sucks though, and that's your fault.

#TrumpVirusCatastrophe",1,1
203,@hoefsd @ImAptenia @MatthewJshow @realDonaldTrump she was also right about the people firing him. its not like all those votes were biden supporters. most just wanted him gone,1,1
204,"@realDonaldTrump Yes, stock market is a leading indicator so investors are stoked on the Biden victory!!! 👍👍👊👌😘",1,1
205,Can’t wait til they show the Biden execution.,1,0
206,@PopsFrank @BrianFournier23 @glgreg1 @bae_miami All Dems and MSM HAS IS HATRED! SAD situation but if BIDEN somehow makes it to the swear in and can manage to read the oath in 2 years Dems will lose the house &amp; this madness will be over because this idiot BIDEN &amp; his CORRUPT cronies will destroy the country in 2 years!,1,0
207,Could Biden Maintain Trump’s Legacy of Strong Alliances? https://t.co/ENMyAASQ5b,0,2
208,"@SaraCarterDC @AOC The gig is up 🇺🇸, Fulton county Georgia caught on 🎥 Four boxes of Ballots being stuffed in machine , and wait for it wait for it 👈 got a machine showing Trump votes flipped for Biden, Can you say “Busted” @realDonaldJTrump",1,0
209,"Trump F’d with USPS in an attempt to win an election. He was a huge failure. We, the people, voted overwhelmingly for President Biden. 

Trump accomplished one thing. Trump comprised the delivery of holiday cards, Christmas cards and presents. Wanker. 

#TrumpRuinedChristmas",1,1
210,@thomasn61710689 @Hoosiers1986 And Biden wants to be God Father,1,1
211,@OverloadPow @TheRockettMann Joe Biden built the police state we are in right now,1,0
212,@marcorubio So how much of that money went to trump properties again? How many “no name” businesses got millions of dollars in loans? And how much of that money did munchin have returned to the treasury so it’s harder to access during a Biden administration?,1,1
213,@DailyCaller Biden loves to play make believe.,1,1
214,#BREAKING Biden says asked Fauci to join his Covid team https://t.co/FSU2GLyykV,0,2
215,"@stinchfield1776 @TheRealKeean @newsmax @jackiepick Not complicated, we all know @realDonaldTrump was cheated out of votes. This needs to stop n Biden be remove period! If these Biden “LEGIT voters” cant see by now what’s going on, definitely something is wrong in their heads. Is this what Dems voters wants for their kid’s future?",1,0
216,"@danpfeiffer Help out a Biden supporting veteran and subscribe. 
I mean every word in this video Trump is a POS. Be sure to retweet!
https://t.co/oaCRH7Oz4P",1,1
217,@MSNBC @SykesCharlie President Trump is too lazy to do anything after Biden becomes President Jan. 20-he won’t have his toadies to do the work so he will just fade away and probably die because he is not a well man,1,0
218,"@BlackCatUnloads @debiowens It would be really nice to get a check before Christmas @SpeakerPelosi 
With the cost of food and gas there isn't much left for Holiday Cheer!
We are all hopefully #Biden will be very helpful after the new year!
But help now would be great!!!",1,1
219,"@WillyD71968429 @kromexstylez @realDonaldTrump When did I say I supported Trump??  That’s funny because I don’t remember saying that!  I value Conservative beliefs!  Joe Biden doesn’t believe in those same beliefs!  Also, politics isn’t all about the candidate personally , sometimes people value the policies of the party.",1,0
220,@realDonaldTrump Yes. After Biden becoming our president.,1,1
221,Now that’s a fine dressed man. He’s planning to wear the same tie to President Biden’s inauguration. 🙏 https://t.co/knLS1JUQ0N,1,0
222,"#FromTheLeft: How Dozens of Trump’s Political Appointees Will Stay in Government After Biden Takes Over | Reporting by @propublica 

#WhiteHouse #PoliticalAppointees #TrumpAdministration #BidenTransition 

https://t.co/2CXH4Q0fQ7",1,1
223,@davidchapman141 I wish it was just a Trump rally.  Gotta drag Perdue and Loeffler thru the finish line even though they're already talking about formalities with Biden if they win 😒,1,0
