ID,Tweet Text,Sentiment
6703,american patriot voted biden good luck,positive
6704,thanks biden,positive
6705,help biden supporting veteran subscribe mean every word video sure retweet,positive
6706,kinda funny not fraud orange crook win biden,positive
6707,thanks president elect biden mvp harris,positive
6708,news biden authority nationwide mandate sure democratic governor point like president trump,positive
6709,biden win,positive
6710,since iran fm admitted want swapped irgc qudos agent caught west u not one hope biden harris admin change,positive
6711,fed jeopardy mr biden dream create usa central bank money,positive
6712,woman order joe biden around like puppet new president,positive
6713,andrea not going allow equivocate biden trump next year stop trying play game integrity,positive
6714,infection number dead american going take credit one also stock b c biden coming save u congress might finally send help rt stock market reach new time high,positive
6715,country belongs american not trump follower continue engage futile attempt tear apart president elect joe biden election getting million legal vote people look ridiculous desperate,positive
6716,biden urge taking coronavirus vaccine wearing mask say n mandatory,positive
6717,maybe moscowmitch wo n recognize biden,positive
6718,already made america great voting joe biden people really base whether thing good bad country not party power even systemically everything,positive
6719,scott buchanan executive director student loan servicing alliance say servicers would scramble biden extends payment pause beyond jan upon taking office best could hiccup notify borrower cancel auto payment,positive
6720,yes thanks biden elected bye loser,positive
6721,people may not like fudge infinitely better hedikamp haaland far best choice interior secretary ball biden team,positive
6722,hart six week day hour laugh loud imagining scream president biden sworn,positive
6723,help biden supporting veteran subscribe mean every word video sure retweet,positive
6724,like trump need money please rich became politician work president salary unlike commie traitor joe biden get hm,positive
6725,bjuhr answer biden fraud trump legally,positive
6726,truly think honest tv tell trump insane biden fix,positive
6727,thanks biden president elect appears market stabilized maybe get back stole election year ago,positive
6728,trump middle name j right saying irrelevant biden small rally strategic move campaign showing care corona virus know hey anything make feel better,positive
6729,really hopefully wake call better change tune soon real time think blue centrist made biden win something ga would n flipped without progressive atlanta,positive
6730,biden folk n want handout went help,positive
6731,market biden win,positive
6732,yea sure biden go back bottle,positive
6733,whisper would better trump flipped senate instead biden winning still minority,positive
6734,thank president biden,positive
6735,graham thankful god biden kamala amp team white house day pray cause corrupt nothing left mess,positive
6736,biden election,positive
6737,hi chris question trump try come back yr mean everything done mr biden make easy,positive
6738,thought gon na tank biden efen clown,positive
6739,far president elect biden cabinet pick resulted republican objection one nominee tweeted mean thing politician oh shock thing time change nerve call u snowflake lol,positive
6740,chuckle kellyanne conway acknowledges biden win make pitch work future administration ok,positive
6741,good god joe biden made career lying m hunt partisan not journalist,positive
6742,get biden forgive loan lucky paid student happy see others forgiven huge boost economy instead indentured servant bank life,positive
6743,lmao proven already actually worse thought everyday week showing medium wo n let know plus normal person would ever believe biden none le mil vote lol wake lied,positive
6744,one proof liar said super spreader event joe biden win market going crash,positive
6745,think partly biden calling deal payment promising much support going forward not sure realistic given gop obstructionism executive order,positive
6746,fake news think tv get say whatever want fact check donald trump first guy vaccine done month n care american people talk kid cage biden,positive
6747,yes joe biden not disgrace,positive
6748,praying truth set u free biden orange con man,positive
6749,stay put governed joe biden certain allow u opportunity look mail ballot envelops arrived convinced counting legal vote consent ceo america,positive
6750,conklin maybe even need say thing need trump supporter come vote telling voter mcconnell make kind deal biden good strategy,positive
6751,ok promised sign half house everything else partner biden became president confident little cock rot slimey cabal done,positive
6752,kellyanne conway admits joe biden donald trump,positive
6753,heard trump legal team obtained dvm machine small county georgia untouched since election show flipped vote biden game,positive
6754,president elect joe biden promise critic significant diversity cabinet,positive
6755,grl president trump quite educated actually couple degree biden graduated near bottom class simply n polished effeminate even politician like know value hard work,positive
6756,penny tweeted joe biden let know u addressing coronavirus amp not concern good hand,positive
6757,thanks president biden,positive
6758,top story friday dec th biden push quick covid relief bill penny obama campaign senate candidate ga house pass marijuana,positive
6759,truly amazed people willful ignorance denying like wife sex another man camera footage bed deserted condom room remember biden number spiked time else need,positive
6760,gigantic inaugural parade joe biden want safe inauguration,positive
6761,n let door hit backside way majority true american voted biden,positive
6762,year research truth learn pick evil video month x positive hospital death text biden face everywhere,positive
6763,biden team gotten different reception cia access top official classified computer gear workspace scattergood historic homestead campus used entertaining vip,positive
6764,penny biden harris help way america,positive
6765,biden climate plan shake global energy market,positive
6766,alito responds appeal asking block biden win pa,positive
6767,market thrilled biden new president little month none anything bloato,positive
6768,well talking donald trump v joe biden one much richer history proven corruption previously spelled hunter took advantage dad position eric ivanka jr would still like see detail law broken,positive
6769,yes confidence elected knowing amp instability create leaving wall street expert interviewed said along w biden vaccine cure trump virus thank country partnered,positive
6770,please help u president biden struggling need soo much monthly stimulus check,positive
6771,see even stock market know biden gone since declared winner sanity coming back wh,positive
6772,honest people voted biden like knew n gunna b good win tytlive,positive
6773,penny yes biden way,positive
6774,hope since biden likely pardon interest cross aisle working,positive
6775,green bank advocate hope biden win help reinvigorate idea minnesota,positive
6776,wisconsin may not wanted take chance would actually find biden vote,positive
6777,ok let look brought u moment china humphery bogart leaf london new york drug sold america joe biden hunter get involved one person not looking talking bill clinton silent,positive
6778,britain refused acknowledge article un act since uk mile away claim president biden ensure island returned argentine people,positive
6779,judge trump pick maybe following law trumper th get case electoral college certifies day biden good go wisconsin hearing not one drunk person lady saying chinese look alike,positive
6780,shut whole place let folk stay amount ballot counted machine equal boost biden needed caught,positive
6781,gone every time state certify biden think may something,positive
6782,election fucking farce biden harris democrap party cheat better nazi rule way need get ready,positive
6783,different people believe biden not massive voter fraud think dan many corrupt politician,positive
6784,biden say confident bipartisan agreement economic stimulus reached,positive
6785,biden stress urgency pas covid relief american msnbc via,positive
6786,thank president elect joe biden,positive
6787,realize beginning long process confirmation inauguration courtesy extended every president biden trump included knew right,positive
6788,america last checked go wherever want may hate gaetz axe grind biden pelosi lefty pretty sure u would n say anything,positive
6789,thanks president biden,positive
6790,yes happens every time biden harris speak official capacity peace loser,positive
6791,cast ballot selected elector either biden trump libertarian jo jorgensen appointed based whichever candidate got vote pennsylvania unofficial result show go,positive
6792,thanks biden,positive
6793,thank president biden,positive
6794,clear joe biden committed build bear america bickled back biter vaccine get crap ear listen,positive
6795,new public charge rule supposed ensure self sufficiency fueled chilling effect discouraged immigrant family food stamp biden roll back trump policy restoring trust may prove tougher challenge,positive
6796,thank president biden,positive
6797,maybe biden vaccine among little create health not illness,positive
6798,better n answer simplest question hunt vp biden talked senate majority leader likely inaugurated distraction tell election refreshing,positive
6799,penny want biden win million vote,positive
6800,true many rinos think even house vote presidency would hand biden isback,positive
6801,store pot pan inside oven not need worry biden tax plan,positive
6802,yes biden taking credit,positive
6803,thought said would crash biden elected lol look like brought market time high confident gone good,positive
6804,thank god biden team waiting wing get done,positive
6805,opinion size joe biden victory matter huge,positive
6806,still trying understand reasoning behind statement confused smaller relief package good biden got elected,positive
6807,back joe biden great election success pending presidency,positive
6808,ok n like show punished listen watch favorite joe biden pearl utters every day,positive
6809,good help joe biden,positive
6810,biden would solve corona trump let rtlnieuws usa,positive
6811,biden said expects quieter normal silence golden big donor n laying large sum talked like little people,positive
6812,sidney powell best lawyer ever filed lawsuit ga claiming dominion flipped vote biden trump trumptardfail,positive
6813,like obama biden era say one thing true political swamp creature trump picked side stuck,positive
6814,sidney powell amends court filing mistakenly said georgia vote flipped biden trump n anyone team know makin look fool even great job,positive
6815,economy listen best blue print going w h keep n continue trump done build one thing biden not change erase know thing u please trump rolling,positive
6816,yes pricing calm biden presidency,positive
6817,yep consequence biden victory,positive
6818,let decode throw away vote legally casted biden using signature mismatch excuse allow cheat way election amp avoid jail keep lying convincingly rally add two crook swamp make mitch happy got gov,positive
6819,amazing everyone owning cell phone come video picture ballot also know biden trump,positive
6820,true say biden,positive
6821,ahahhahahahhahahahahhahaha opportunist think biden want ethical people working,positive
6822,biden legacy practice civil asset forfeiture allowed law enforcement seize money property people neither charged convicted crime young u senator played role creation adoption policy,positive
6823,thanks biden,positive
6824,idk maybe biden continues baffle world every time speaks text communicates travesty even considered candidate leadership great nation,positive
6825,funny bring fail safe pity henry fonda wo n around play joe biden hand rodney dangerfield still trump,positive
6826,uk welcome internet however u would held nose voted biden sander best choice far,positive
6827,biden facing high hope tough choice border wall,positive
6828,patriot voted biden way,positive
6829,unless willing spill bean biden ag thanks,positive
6830,yes talking head offering compassion tired hearing orange buffoon antic want hear medium go food help school honest heartfelt info last night cnn biden harris comfort,positive
6831,read biden one way put presidency fell lap another,positive
6832,hurstman caruso would love scotus take took give president biden future president authority ignore completely,positive
6833,thank president biden,positive
6834,joebiden zionist supporter apartheid like donaldtrump amp wo n reverse parting gift israel compelling reason challenge biden unconditional support apartheidisrael bd freepalestine,positive
6835,thanks biden,positive
6836,thanks president joe biden elected,positive
6837,thanks mr biden,positive
6838,new judge ordered trump restore daca status time president biden push comprehensive immigration reform,positive
6839,brainless wonder befuddled lie give vote nemesis biden rich,positive
6840,biden say stimulus check may still play covid relief talk,positive
6841,pelosi admits sent million poverty holding covid relief political reason say willing smaller deal biden video via,positive
6842,jordan biden get usc united state communism,positive
6843,pelosi need surround smartest democrat room biden hand mic aoc let best galvanize public sentiment pressure congress work american people instead suit,positive
6844,cancel mortgage require utility run free biden n tax corporation cut middleman,positive
6845,total b obvious make pile counter leave exact time loading fake ballot amp spike biden show coordinating criminal action perfectly nice try,positive
6846,well not cry patterson anymore since recently passed away speaking velveteen dream austin theory n heard biden became projected winner,positive
6847,sen david perdue acknowledges biden election win hour trump campaign georgia runoff,positive
6848,hodge certainly not mad biden election feel,positive
6849,stock market welcome stability president biden amp vice harris,positive
6850,help biden supporting veteran subscribe mean every word video sure retweet,positive
6851,thanks biden,positive
6852,west biden county joke u,positive
6853,tell better leave nana alone n know going part biden administration awaiting appointment official business,positive
6854,thank president elect biden leadership transition period giving market hope faith real leader prepared guide nation pandemic,positive
6855,biden said free,positive
6856,dems underperformed biden lol nothing help ballot vote,positive
6857,watch biden say develop disease resign ca n resolve difference kamala,positive
6858,read op ed suggesting biden pardon effort heal unite country however feel million people voted symptom not disease,positive
6859,thank president biden,positive
6860,stock market like winner presidential election president elect joe biden,positive
6861,sure good news biden harris president vice not russian asset like country,positive
6862,oh god sit turtle desk till pres biden take office georgia flip senate,positive
6863,biden admitted relationship harris would much like obama,positive
6864,van ness higher chance restriction lifted mid january biden pledge covid policy vaccine access spread,positive
6865,thanks biden harris,positive
6866,know would never cover biden rally lol,positive
6867,miami million u not vote biden trump wtf mean got rid isi obamas jv brought manufacturing job back obama said gone forever r cluelss cnn watching low iq sap dems laughing played sap like strad,positive
6868,think fairly good job much better many cnn colleague not asking biden clarify c man,positive
6869,not listened biden lately noticed people picked serve pretty sure never pardon,positive
6870,distinctly remember joe stating not trust trump vaccine look like biden supporter shit luck,positive
6871,hilarious coming pedophile biden supporter,positive
6872,protect biden nest egg course,positive
6873,drove ny carrying ballot penn ballats driven starting go thru new jersey state boy sure seems legit ring hello mr biden yah cancel everything caught u ok bye amp ron f said,positive
6874,biden look nice today foggy along columbia,positive
6875,holding mail voting voter signature verification order biden win got enough job dems power willing help mass take credit none criticism,positive
6876,everything delegitimize biden victory make difficult magabots support policy especially dealing covid,positive
6877,said must thank person responsible president biden,positive
6878,thank president elect biden,positive
6879,election joe biden accepts mantle president elect donald trump still card play opinion georgia secretary raffensperger got played american thinker,positive
6880,watch biden joke getting disease resigning via,positive
6881,way trump might win republican voter wi mi ga az pa make clear not forgive legislator endorse biden elector supreme court tell state legislature duty finding fact fraud,positive
6882,remind happen stock market biden harris elected never mind loser,positive
6883,maybe ask mcconnell called president elect biden congratulate winning election,positive
6884,hope biden donor see bro,positive
6885,country world love biden market made history dirt washed,positive
6886,new judge ordered trump restore daca status time president biden push comprehensive immigration reform,positive
6887,popular vote margin topped seven million biden trump sorelosertrump,positive
6888,even though trying start fire biden tripled drone strike trump pulling troop somalia good,positive
6889,yes hank people follow work probably already likely support vaccination not old school boomer voter voted biden otherwise straight red ticket,positive
6890,right thing showed integrity press need comprehend biden not trump quit playing game looking something treated every reporter respect maybe return,positive
6891,hoping biden thick pile stuff sign january th,positive
6892,biden press congress quick covid aid deal american need help,positive
6893,mean biden not nominating family member rich friend qualified people wow shocker,positive
6894,biden say several gop senator privately congratulated win via,positive
6895,president biden made difference thank,positive
6896,breaking biden popular vote margin trump top million tighten grip star system slip finger electionintegrity confirmed stopthestupid bye suitecasegate,positive
6897,sad true love respect president obama every good faith gesture made republican rejected hand democrat must unite recalcitrant republican party biden harris know act accordingly hope,positive
6898,well want certified election seat joe biden gt not crap trump got elected made sure vote pandemic voted mail,positive
6899,thanks biden,positive
6900,wh press secretary highlight joke biden step viewpoint potential conflict second command knew vp influence would n comment story supporting billion spent making light virus,positive
6901,every time recount biden gain vote,positive
6902,biden marxist dems n win fraudulent vote count illegitimate legacy win,positive
6903,thank joe biden market confidence,positive
6904,n say market crash biden win think,positive
6905,one state think get state biden need pitching fit,positive
6906,lost another lawsuit joe biden kamala harris election every republican whispering exactly behind back wait learned kellyanne conway said loud,positive
6907,mil voter coming african american represent pop not eligible enthused biden obama mail enthusiasm except major city happen reside battleground state,positive
6908,yeah friend mine keep insisting fraud evidence coming minute cnn wo n cover say biden get sworn always illegitimate president,positive
6909,current former official spoke condition anonymity discus sensitive matter said delay impaired biden team ability get speed espionage operation russia china iran u adversary,positive
6910,thank president elect biden,positive
6911,new judge ordered trump restore daca status time president biden push comprehensive immigration reform,positive
6912,ruli need apologize sorry miscarriage justice hoping biden administration right wrong,positive
6913,ukraine delighted know loved one lost fighting w russia amp obama biden sat usa pledge help gave nuke hunter got million hmm sold crimea putin going love joe killed,positive
6914,biden voter n number think not worried american saw eye truth fake poll amp ballot,positive
6915,talking stock market rising hope biden done nothing help people hard time covid control,positive
6916,hope someone biden team carefully tracking instantly undone january,positive
6917,huge congratulation new president biden clearly stock market rewarded victory pending vaccine address trump virus,positive
6918,covid also reached time high feckless moron stock market climbing thanks incoming president joe biden bye donnie,positive
6919,state biden n win single one investigate chrissununu billgardner nh recount,positive
6920,thank biden vaccine glad overcome trump virus,positive
6921,hey people voted biden democrat play life pain n want president trump win,positive
6922,u election kellyanne conway admits joe biden beat trump daily mail online,positive
6923,david perdue acknowledges biden election video call,positive
6924,huge one batch ballot biden identified georgia fraudulent enough trump win via,positive
6925,sorry sir think enough read already spent million recounting vote biden winning president power overturn fair election evidence,positive
6926,thank president joe biden,positive
6927,job obligated use lawful process state election whoever send vote winner popular az biden put hurt feeling aside duty,positive
6928,going leave trump behind not right know want u ready work biden make sure vote clown,positive
6929,obama would okay using biden front man delivering speech basement bidens earpiece watch n rt,positive
6930,thank president elect biden,positive
6931,guess wall st happy see president elect biden giving speech addressing covid new stimulus package rather sitting around whining day twitter,positive
6932,true stephen tell em agree way love book movie horror suspense excellent one best ever book keep good work go biden wish could white house,positive
6933,wow even u said biden elected would crash best month ever since known,positive
6934,day left celebrating biden,positive
6935,continue embarrass u ca n understand medium would even entertain shenanigan drumpf supporter time cut mic idiotic notion biden get bidenwon,positive
6936,hold phone thought bottom going drop biden elected interesting,positive
6937,thank mr president joesph r biden sir wallstreetlovesjoe willmakeusallrich maba,positive
6938,yes biden election stability around world,positive
6939,thanks president elect joe biden,positive
6940,seriously reality biden way trump getting vote come back,positive
6941,thank president biden,positive
6942,thank president elect biden,positive
6943,president biden win,positive
6944,best part biden becoming president trump longer blamed stuff n virus way vaccine available take credit hero,positive
6945,thanks president elect joe biden btw like president drink water one hand presidentelectjoebiden,positive
6946,thank president elect joe biden confidence leadership showing stock market leader many country overseas expressed happy leader understands get result,positive
6947,yes right call congratulate biden winng election,positive
6948,mean delete election data joe biden fraudulent vote deleted well make donald trump winner correct,positive
6949,thank joe biden,positive
6950,stock market time high america happy biden harris team winning presidency like fact trump lost would leading country,positive
6951,saying biden fair square,positive
6952,confidence upcoming biden presidency,positive
6953,n say market would fail biden lmao,positive
6954,everyone excited president biden take,positive
6955,despite lame donald duck joe biden president soon stock market reach high,positive
6956,stock market rallied biden stock america economy chose right person meanwhile trump lost court,positive
6957,alito responds appeal asking block biden win pa,positive
6958,hope biden get rid,positive
6959,biden holding china accountable pandemic not punishing covid virus,positive
6960,fucking chance biden million vote obama fuck go trump,positive
6961,want tax billionaire funded gazillion money biden campaign election right,positive
6962,thanks biden,positive
6963,meanwhile new biden administration encouraged establish permanent task force responsible harnessing interagency resource developing amp deploying assistance movement activist request coordinating provision aid democracy end,positive
6964,lol got vote obama legal biden thanks though,positive
6965,hopefully president biden listens need mean girl get dumbass taken care clear road busy,positive
6966,say biden win best thing could happen planet,positive
6967,hey maga biden planning monitor breath get dna log national database expert say order prevent keep least foot away people n know try cover mouth something,positive
6968,thank president biden,positive
6969,remember time said biden elected stock market would tank nothing ever say based truth not one thing,positive
6970,yep clearly biden effect market love,positive
6971,thank goodness biden,positive
6972,joe biden already sign dementia amp mental incapacity n believe one minute election,positive
6973,thought continue take spot light president elect biden rip heart allow speak n want pas move forward ca long keep trying,positive
6974,joe biden n white house yet hahaha month go,positive
6975,interviewed biden like trump would find laughable not able answer coherently tapper joke ca n believe considers journalist,positive
6976,biden make america great,positive
6977,thanks president elect biden vp harris,positive
6978,american people never accept fraud longstanding criminal biden trump,positive
6979,hopefully name people denying biden team nsa access known summarily dismissed jan assuming action politically motivated without compelling rationale,positive
6980,thanks president biden,positive
6981,thanks joe biden thank,positive
6982,silly junk like make hate politician corruption stuff ridiculous biden next celebrity chief gon na announce show called keeping improve people life,positive
6983,love biden sure get move,positive
6984,thank biden,positive
6985,would n call biden ally lol yeah,positive
6986,trump wonderful ca n lose predicted election would rigged prof biden old win got vote last time,positive
6987,mr biden administration bold exciting n need leftover meaningless slogan,positive
6988,someone told biden election stock market would crash hmm,positive
6989,jordan election trump lost biden need repeat,positive
6990,thanks joe biden new president not loser little donnie,positive
6991,biden jail would good need deal not,positive
6992,observer maga patriot ca n admit defeat face biden victory legally lost trump finished know come jan th take office let see still laughing cry proud democrat voted,positive
6993,biden guy sure thing foot,positive
6994,kellyanne conway acknowledges biden win make pitch work future administration,positive
6995,rodrigu wish biden cool tbh,positive
6996,lol fraud maybe none stand court law let see win loss pretty good like losing joe biden president soon not,positive
6997,think not equal diversity feeling feeling prevent acknowledgement reality good luck chris pc back enjoy accelerate kamala take mid term assuming biden make inauguration,positive
6998,ccp guy said forum held nov helped hunter biden fund security company world implied deal funding,positive
6999,thank president elect joe biden leadership guy lame duck trying take credit everything like campaign spokeswoman said trump vaccine got hell laugh one,positive
7000,thanks president elect joe biden way go not fully office yet making thing happen,positive
7001,took context wow talking obama try fact truth fraud not vote biden,positive
7002,imagine believing global pandemic killed million cause lock down world wide every foreign country shut tourism help biden win turkey russia n korea trump claim good relationship wanted gone badly played song,positive
7003,thanks biden,positive
7004,new president headed white house january traveler expect see change joe biden administration allowed country infrastructure improvement help laid furlou,positive
7005,justice oconnell simone henline vader r u aig biden president,positive
7006,thank president elect biden,positive
7007,know right could real journalism like delving ice cream flavor biden like best jr yearbook picture looked,positive
7008,two three week ago week george stephanopoulos tv show rahm made seem selected biden glad n trustworthy,positive
7009,biden supporter please come something new stop repeating thing internet point,positive
7010,dems run dod last year guess biden team know pentagon better either patel muir transition approval already work fine,positive
7011,biden discus inauguration plan say confident congress pas covid relief bill via,positive
7012,system america president biden choosing best person older regime also complete authority sir always support islamic presidential dec amp feb going crucial several country including pakistan,positive
7013,mean biden bump bidens market,positive
7014,ankoly leaving huge mass biden purpose,positive
7015,bc biden election funny market went right,positive
7016,trump administration refused allow member president elect joe biden transition team meet official u intelligence agency controlled pentagon undermining prospect smooth transfer power,positive
7017,impasse prevented biden team engaging leader national security agency defense intelligence military run spy service classified budget global espionage platform,positive
7018,come people really biden landslide know time let go,positive
7019,election joe biden accepts mantle president elect donald trump still card play opinion election stolen nightmare,positive
7020,wake mike video showing fraud guess dems fine since biden meanwhile country mean nothing without legitimate election process bigger trump,positive
7021,andrea please retire much younger brighter talent m nbc deserve time slot ask mcconnell question actually office wo n even publicly acknowledge biden landslide victory,positive
7022,soon fauci biden harris say ok stand line meanwhile anything diaperdon hand refuse entertain,positive
7023,watch fauci say accepted biden offer serve chief medical adviser right spot hill,positive
7024,youtube think trump supporter take maga survey guess not liking biden mean like lol,positive
7025,peace mind intelligence science care concern outlook optimism thank nicole president elect joe biden,positive
7026,thanks biden trump promised stock would act victory,positive
7027,um yes confidence biden nothing lame duck,positive
7028,ingraham biden global reset threaten economy liberty,positive
7029,tell jason elvis got polio shot give biden break meet general get vaccine put en masse reach command seargent major carry work happen smoothly calm pacific ocean,positive
7030,thank president biden,positive
7031,thank biden harris,positive
7032,u covid death count people every minute soo much winning lol btw market climbed biden projected winner,positive
7033,haha remembered maga ppl burned garage spraypainted antifa biden,positive
7034,p yeah trump usps corruption clraned scotus amp dejpy fckd totally biden landslide,positive
7035,cartoon inaccurate firstly biden legitimately lot secondly trump much fatter,positive
7036,thanks mr president biden white house even wall street financier admitted happy election result victory bidenharristoendthisnightmare,positive
7037,thanks biden stale leadership coming people feeling confident ha foolin rich buying getting richer sad,positive
7038,oh ifeological switch occur joe biden speaking civil right hillary called young black men super predator n fringe party member fucking leader dude,positive
7039,american great as gone biden,positive
7040,thanks biden,positive
7041,aoc shuts republican critic tax rich merch perfect comeback via bozo biden lap dog rollover sit beg,positive
7042,pelosi win joe today senile ability called bill biden people protesting office home,positive
7043,thanks president biden,positive
7044,news headline biden say stimulus check may still play covid relief talk cnbc trump criticism gop senate candidate republican worried ahead rally cnn warner bros move film hbo max verge,positive
7045,stock market reach time high would crashed trump another year biden best option,positive
7046,thank president joe biden oh stock market nothing economy dipstick,positive
7047,pentagon slow roll biden take office would wise considering president room extensive foreign policy expertise trump order near total withdrawal u troop somalia,positive
7048,thinking look million spent trump biden campaign get vote realize n make tinker damn since predetermined would win cheating,positive
7049,even hail mary worked biden would check note still electoral vote anyways man guy special,positive
7050,presumably incoming president correct trump personnel decision would prevent biden righting every single one political firing sure hope someone get ear,positive
7051,biden effort caught illegally bribing native american vote gift card jewelry via volve,positive
7052,help coming biden many string attached,positive
7053,thank president biden,positive
7054,nevada case lost get biden legally woot elite team failed,positive
7055,election gun shot wound stab missing leg ruled foul play corporate press happy coincidence also campaigned biden intensely,positive
7056,deadlinewh many reason biden skeptical mcconnell think relationship going one fascinating one watch first day year joe presidency w,positive
7057,deadlinewh yes vacuum conversation may not taking place promise biden offering straight arrow gon na able cut deal mitch mcconnell w,positive
7058,thank president biden,positive
7059,bidenbump market strong anticipation new better biden administration byedon,positive
7060,larry u beginning many state biden column n trump need win house senate seat got flipped democrat republican,positive
7061,heard trump legal team obtained dvm machine small county georgia untouched since election show flipped vote biden game,positive
7062,ca n really tell straight face biden go mil vote come poled obama lol bubbling moron campaign last month got million ok wow brainwashed,positive
7063,biden say take covid vaccine show safe,positive
7064,central bank around world buying valued u tech stock parking money asset knowing biden ccp going make completely expensive invest usd act lincoln moment,positive
7065,fauci score big promotion biden headline healthif want keep promote know operating demorats along fauciliedpeopledied,positive
7066,excited work biden fight president movement throwing senate probably dumb idea long run agree perdue loeffler lose not gon na cry,positive
7067,since biden beat people election thank joe,positive
7068,got voted office said joe biden election stock market would crash like like never seen instead several record breaking day even higher since elected wow make think,positive
7069,talked biden like child serious rating go layoff come maybe get rid lemon copper steroid head cuomo forgot jeff zucker first,positive
7070,thanks joe biden,positive
7071,think still chance overcome biden,positive
7072,see dow happy biden elected,positive
7073,thanks president elect biden,positive
7074,yes thanks joe biden barack obama,positive
7075,rather committing wearing mask day biden inauguration commit continue one vaccinated considered inoculated covid daysmask,positive
7076,alexis damn right jill fact biden want rahm emanuel head transportation fucking joke lol,positive
7077,biden executive order universal healthcare stimulus kind thing pack supreme court wo n happen,positive
7078,never voted mother n since nixon era biden even though would win california anyway disdain trump know several people done easily believable,positive
7079,yes biden definitely dementia bad country,positive
7080,oh wait gon na crash biden,positive
7081,norm lose election file law suit reverse biden mn point seven k vote minnesota supreme court toss gop lawsuit mpr news,positive
7082,wall street love biden,positive
7083,great confidence president biden leadership following current shit show deranged absentee,positive
7084,beltway insider biden transition trump pardon iran covid surge dinkins black friday,positive
7085,nt blame biden amp democrat yes course vote rep,positive
7086,stock market thanks joe biden entering white house,positive
7087,please n start stirring shit joe biden even inaugurated talking maybe something good come known quite time,positive
7088,summary signature check mentioned therin request confirm integrity dominon hardware amp software used state arizona tallying ballot given already certified favor pres elect joe biden outcome wo n change,positive
7089,yeah wanted bigger deal biden became president could back way begin smaller suppose speaker people person speaking politics pelosimustgo,positive
7090,realize trump president biden done nothing kill people n h call,positive
7091,random court ordered ballot sample indicates error arizona election count handling biden win hold solidly,positive
7092,vet u real disabled not service country biden lost revealed soon obvious disillusioned called american true actually,positive
7093,stock not economy high biden amp creating absolutely amazing team finally put america back map trumpisanationaldisgrace diaperdon failed u year,positive
7094,joe biden say stimulus package negotiated would better included fresh wave payment suggests still mix,positive
7095,hugo chavez hacked deebot vacuum run circle saying biden contact rudy ghouly guy would surely know fix,positive
7096,trump landslide question everyone asking biden quit,positive
7097,nation many vote biden get trump year enough become president stay fantasy world patriot whatever make happy,positive
7098,dr fauci say safe get vaccine shot arm biden,positive
7099,thanks president biden,positive
7100,yup would lost lot n screwed around usps one tried win election rigging could listen big mouth say not smart boy biden,positive
7101,girl hearing republican nt want witness hearing election one rudy paraded people around without rebuttal got ta better know trump lying biden,positive
7102,agree mf dc touch need american people assclown republican mcconnell pentagon pelosi covid biden harris,positive
7103,coming soon ny entire country biden win,positive
7104,every recount reveals president elect biden beat diaperdon huge margin mean kicked,positive
7105,georgia suitcase ballot heist amp middle night spike biden vote involving ruby freemon daughter wandrea shaye moss others video want know exchanged desk handed guy another,positive
7106,could biden pardon never president,positive
7107,moot even pa reversed biden still win ec,positive
7108,thanks biden,positive
7109,need thank greatest popular president ever thanks biden even though currently elect,positive
7110,know right biden n sworn yet thing already looking great,positive
7111,thanks joe biden market reacted positively victory start transition presidency,positive
7112,hopefully help cali high list biden today said torrential flood ahead,positive
7113,thanks joe biden asshole,positive
7114,heard trump legal team obtained dvm machine small county georgia untouched since election show flipped vote biden game,positive
7115,breaking snooze president trump mulling cost pardoning hillary clinton email scandal thought turn hunter biden another possible beneficiary,positive
7116,yes n doubt wait know biden outperformed hillary raw vote place looked non white hispanic area many switcher,positive
7117,wrong bobby biden nothing,positive
7118,thanks biden,positive
7119,appears god satan chosen biden president lol,positive
7120,admin come end econony surging back thanks president biden,positive
7121,biden art bad deal difference highly successful businessman sacrificed lot run potus love country creature swamp us position government enrich family,positive
7122,congratulation president biden not even sworn boom,positive
7123,ever visited communist country well know full not getting biden let face blindly following trump detached reality follow voluntarily want dictatorship crazy,positive
7124,glad left record stating biden economy enjoy slump daffy duck screw pooch,positive
7125,biden incoming president taking smaller deal fine room additional stimulus later nothing playing politics took trump helm would could n compromise,positive
7126,american people happy government tell fraud clearly wrong man fighting name honor unlike joe biden told hillary clinton n give president trump make proud,positive
7127,leon trotsky scorpio joe biden coincidence yes actually,positive
7128,thank god president biden right potato head,positive
7129,report joe biden exploring way tie climate change legislation coronavirus relief,positive
7130,dear fox news biden wo nt making decision anyone p like comment enjoy ratio loser,positive
7131,sahaj many time read see hear time impossible signature ballot matched way course action would produce desired result know biden,positive
7132,jim judge n care biden back pocket,positive
7133,good see incoming biden administration reached china allowed use famous moon film set used armstrong,positive
7134,little confused side thought helping trump legal team notice liking tweet biden kamala phony fact check ga video,positive
7135,right jesus would want meet mr biden want child tell go sin not say okay abort baby every abomination cry heaven justice,positive
7136,kellyanne conway today day election called biden look like joe kamala harris prevail five hour trump congratulation president elect,positive
7137,way burger king lot biden newman voter actually good wort,positive
7138,mean almost certain biden potus,positive
7139,thanks joe biden kamala stock market economy always well democrat,positive
7140,one pa lawsuit filed trump campaign asked throw vote biden assign elector proposed remediation investigate like mueller investigation not asking,positive
7141,dems abroad join u year end get together zoom sat dec pm seasonal cheer need celebrate biden harris victory check share fun game rsvp daf toulouse org,positive
