,Text,subjectivity,polarity
1341,realdonaldtrump thank president elect biden,1,1
1342,realdonaldtrump thank biden leadership way,1,1
1343,pelosi schumer biden harris seem align well hobbes not trusted govern must governed strong central authority mass wicked small group individual chosen god rule elect,1,1
1344,sound like voted biden hard create many fake ballot sad,1,0
1345,blackrock gain clout washington biden build team,0,2
1346,pro beijing communist almost stole election joe biden old fashioned way via epochtimes,1,0
1347,nomocorono navyvetresister realdonaldtrump soon get biden vaccine,1,1
1348,owe u something vote black leader demanding representation biden new cabinet,0,2
1349,ewerickson gabrielsterling yeah let talk number biden win county performed place record affidavit come suitcase full ballot hidden underneath table massive fraud u know,1,0
1350,realdonaldtrump biden far,1,1
1351,dev decker bernie gon na outlive biden least keep marble longer not wartime turner hedge,1,0
1352,realdgpearson joebiden biden harris chinese communist party,1,0
1353,six year unimaginable human suffering enough yemen wait longer urgency president biden must fulfill promise cut support war prevent plunging famine yemencantwait,0,2
1354,joe biden tell jake tapper going ask american wear mask day,0,2
1355,rawstory diaperdonald sacked many civil servant replaced lackey biden correct transgression wtf,0,2
1356,realdonaldtrump thanks president joe biden,1,1
1357,copingmaga mean got point surgery explain biden,1,0
1358,billscher biden effect likely,1,1
1359,dr anthony fauci say staying national institute health help president elect joe biden team coronavirus pandemic,1,1
1360,matthewamiller silent twitter week mean talk biden transition team take job doj,0,2
1361,disabled vet u williamlegate realdonaldtrump real not service country biden lost revealed soon obvious disillusioned called american true actually,1,0
1362,biden loos cheating,1,0
1363,believe trump winner still everyone think biden ask much paid say,1,0
1364,breaking biden say asked fauci join covid team,0,2
1365,new david cohen ping pong whiz terrorist money hunter fmr deputy cia director helped steer modernization effort agency including review cover digital age top pick biden chief,1,0
1366,leaked tape reveal cnn burying hunter biden story,1,0
1367,stuinsd rothbard sidneypowell disagree statement pertaining counting however believe claim machine switched vote trump biden,1,0
1368,joe biden cabinet lost cause left new republic,1,0
1369,poshea muellershewrote know happening professional choice think expertise important something biden harris,1,0
1370,jamessurowiecki bmarchetich biden trump not anything,1,0
1371,drewmarianishow mortal sin knowingly give someone state sacrament publicly support abortion joe biden,1,0
1372,texanallikat realdonaldtrump not biden protected medium especially hunter laptop story came report election complete blackout corrupt family,1,0
1373,drdeblk mq man lloydon rudygiuliani video evidence still believe biden,1,0
1374,jimmeeks nickdlr davidoatkins donald trump belief indeed election burden proof show joe biden not people spoken electoral college reflect doubt,1,1
1375,mikefm leahr patriotgeorgia likely people keep squealing complete utter untruth conspiracy nothing actually happen besides biden sworn,1,1
1376,biden urge congress quickly pas pandemic relief ahead dark winter report nbcnightlynews,0,2
1377,cbs herridge byronyork carterwpage lying cheating biden never president,1,0
1378,realdonaldtrump yes joe biden not disgrace,1,1
1379,joebiden mr biden coward leading sheep not take vaccine proven safe leader make decision follower wait people tell ok joe youve one,1,0
1380,hey donald weird biden keep getting vote even election day scrutiny think demon summoned hell best rudy pursue right away,1,0
1381,biden trump vaccine distribution plan detailed seen get container injection syringe somebody arm gon na difficult done expensive proposition,0,2
1382,unlike president trump joe biden pledged make central america priority jeffgernst writes,1,1
1383,think guy derek going delete account biden sworn,0,2
1384,people admit biden also want weigh cabinet pick brand republican,1,1
1385,leanna rexchapman biden not officially voted president electoral college yet happen like day certified new congress get sworn first week january give official week notice,1,0
1386,lizzieseesred ashisalami america rudygiuliani oh know video ga hundred affidavit ballot dump counting stopped went biden trump see,1,0
1387,trump biden take rudy effective american getting anything done,1,0
1388,saltyfootball danielnewman realdonaldtrump see zombie come vote biden,1,0
1389,veritas tulsigabbard vote biden starting another war,1,0
1390,biden ask american wear mask day,0,2
1391,readyinafewdayz jayfivek think like biden,1,1
1392,darinpgood dailycaller joe biden following science trained nurse,1,1
1393,want scare anybody joe biden say american die covid next week not closing learn multi task like red state video via gatewaypundit,1,0
1394,realdonaldtrump biden used covid stop people fail loser forever,1,0
1395,damned time cnn exclusive biden say ask american wear mask first day office,1,1
1396,jrubinblogger nah look like moving w destructive burn obstruction prevent real governance biden administration oh hypocrisy lot gop beyond saving total goddamn monster,0,2
1397,marijuanapolicy u house could vote lift nationwide pot prohibition week mcconnell block effort even weed friendly biden presidency looming,1,0
1398,pjhornak iliketeslas agree today much agreed week ago biden still come term reality,1,0
1399,wisconsin supreme court thursday refused hear president donald trump lawsuit attempting overturn loss democrat joe biden battleground state,0,2
1400,realdonaldtrump good thing obama biden got going byedon,1,1
1401,cmdrstreet sillymansherzad copingmaga maybe see idea medical worker getting like biden first person unseat president decade he also got pretty big thing going think likely get next year vaccine,1,1
1402,joe biden plan get rid,1,0
1403,kylenabecker dominion newest revelation hooked internet despite denial stored vote result easily breached thumb drive forensic audit suggests flip ga county biden overperformance v voting system mi amp az,1,0
1404,trustyrock nerode n redistrict say take word voted biden fyi,1,1
1405,joebiden ronaldklain neeratanden budget reflect value yeah afraid biden know damn well watched decade,1,0
1406,realdonaldtrump tweeter ban smh stole election hillary joe biden president next yr wait,1,1
1407,second presidential election illuminate disturbing trend state level political polling exhibited inaccuracy even despite correctly predicting joe biden victory report danielle dietz floridapolitics,0,2
1408,realdonaldtrump biden election given market bump thanks president,1,1
1409,heidi stirrup trump criminal hope joe biden pursues crime fullest,1,1
1410,cnn exclusive biden say ask american wear mask first day office,0,2
1411,lakebum dbongino remember biden said need vote win presidential election know joe put together extensive inclusive voter fraud organization history american politics sounded like bragging,1,0
1412,amy siskind little known fact biden support thatcher not first time u helped kick argie as lexington raid anyone p,0,2
1413,biden say join former president publicly get coronavirus vaccine,0,2
1414,realdonaldtrump worry biden job since not,1,1
1415,derrickvanorden speakerpelosi senatemajldr callous thing say hero act pile junk medical staff amp type essential worker front line decent skilled new president elect biden make huge difference congressional negotiation rep dems r not enemy,1,1
1416,dog president embroidered toilet paper etsy homedecor gift giftideas gaggifts joke craft handmade shopsmall smallbiz humor presidenttrump trump biden election vote harris penny craftychaching,0,2
1417,joe biden said ask american commit day wearing mask one first act president thought think work,0,2
1418,maggienyt ireallymeanit time stopped flight china dems biden accusing spreading fear,1,0
1419,realdonaldtrump thank biden,1,1
1420,realmattcouch wonder long poor bastard would live god forbidden biden admin,1,0
1421,frankie gig fulton county georgia caught four box ballot stuffed machine wait got showing trump vote flipped biden say busted genflynn,1,0
1422,could biden maintain trump legacy strong alliance,0,2
1423,rudygiuliani mayor man watched tv acting lawyer could not reconcile flat back hand pant borats niece looked amp whose hair color streaming cheek quoting joe biden c mon accept accountability,1,0
1424,not surprising since biden always plagiarized,1,0
1425,sign tell biden harris administration uproot trump social security underminers,0,2
1426,say trump going leave everything fire biden play question many thing team fix,0,2
1427,joe biden gone save amp kamala part agenda stage,1,0
1428,drunkenfarmkid anthonyjon kylegriffin walshfreedom scotus almighty biden got vote obama number qualified voter larger also faced tougher candidate trump lost popular vote hillary patsy,1,1
1429,realdonaldtrump thx biden bump,1,1
1430,president trump campaign republican national committee raised million since election day gathering donation pay challenge democrat joe biden win nov vote read,1,0
1431,richraho biden ruthless blood thirst pro rd term abortion killer member catholic clergy support child abuser condemned god hell awaits friend,1,0
1432,denverpost dominion equipment used democrat joe biden exceptionally well voting machine not good go figure,1,0
1433,tonight jfk jr forum ashleyrallison peterhamby nseufot dellavolpe discus biden harris youth outreach strategy way democrat continue wave win georgia senate runoff join conversation pm et,0,2
1434,knew force biden hand,1,0
1435,realdonaldtrump biden president,1,1
1436,according kalliope joe biden year old,0,2
1437,argue even though tariff damaging trump administration good reason impose biden continue evidence show negative effect outweigh small temporary protection,0,2
1438,tonymartin news ntd right republican putting fake ballot joe biden come man,1,0
1439,campaign iheartmindy joebiden realdonaldtrump antisemitismeye giving time energy would give claim credence saying see even biden think fraud nothing sit well trumpers better focusing real trouble facing,1,1
1440,iccooler surferlake turbo adaminhtowntx ilhanmn cnn nah forget brain dead trumpers turned fox quicker snap admitted biden election retreated right news network really confirm bias,1,1
1441,call action biden administration government everywhere make upcoming covid vaccine people global public good freely fairly available prioritizing need home around world,0,2
1442,think would wonderful trump go biden inauguration lower prestige ceremony,1,1
1443,andrew neil said anti brexit pro eu trump biden illegal immigrant amnesty like globalist billionaire george soros funny left choose hate,1,0
1444,realdonaldtrump yes stock market leading indicator investor stoked biden victory,1,1
1445,rickbrunsman actually vote biden anyone like million upon others dreaded foreigner laughing shit show daring make comment ridiculous circus election become lead ring leader known anus tangerinas,1,0
1446,cnn exec deliberately refused cover hunter biden laptop scandal,1,0
1447,realdonaldtrump claim credit biden win,1,1
1448,doodlestrks newtgingrich senatemajldr garepublicans sendavidperdue kloeffler truly believe complicit look veritas video san antonio tx sarge timeline election red district going biden seat blue republican,0,2
1449,e peace deal new war amp fairer trade lying hack donald trump foreign policy leaf behind destruction opportunity joe biden,1,1
1450,trumpvoterwtf realdonaldtrump may surprised election not whoever sheep audience around must really painful realize biden need theater still,1,1
1451,mtgreenee twitter invested biden victory want u shut act like everything fine,1,0
1452,mitch mcconnell evil amp inhumane lack action relief package show give fuck american people behavior help republican damnedest place biden vulnerable position go,1,1
1453,kallindril wideofthepost seems effort bernie gang push biden left not working,0,2
1454,marceelias little known fact biden support thatcher not first time u helped kick argie as lexington raid anyone p,0,2
1455,ap news next biden getting right health team virus rage cabinet diseasesandconditions districtofcolumbia epidemic generalnews governmentandpolitics governmentprograms,0,2
1456,outlaw theinrich except biden lose,1,1
1457,thomasn hoosier biden want god father,1,1
1458,deadlinewh yes vacuum conversation may not taking place promise biden offering straight arrow gon na able cut deal mitch mcconnell hansnichols w n,1,1
1459,joe biden still realize voter democrat lost actually want,1,0
1460,kasie joe biden never done anything lie ffs man caught plagiarizing half speech epitome liar,1,0
1461,benshapiro waiting biden white house,0,2
1462,jim jordan biden approval rating not sworn yet trump dumpster failure l per million american,1,1
1463,realdonaldtrump thank president joe biden,1,1
1464,airplane bus issue standing order mask must worn biden also said asked dr anthony fauci chief medical adviser part covid response team administration begin next year,0,2
1465,realdonaldtrump put biden,1,1
1466,ewtnnewsnightly ewtn pope clearly signaled approves love biden would bee illegal occupier white house,1,0
1467,butterflyroxk go biden ring h,1,1
1468,never worn fuggs really afraid biden tax plan,1,0
1469,alec mazo azhousegop evidence fraud assertion present simple lie attempt coup republican moral time end mob rule thanks democrat arizona giving u biden,1,1
1470,realdonaldtrump thanks president biden,1,1
1471,leader conservative organization call biden release bank record,0,2
1472,herd mentality twin city voted biden county west entrenched trumpthugs definitely racism involved,1,0
1473,biden transition staff say whether michelle lujan grisham still chance pick hhs secretary tell chc member want co chair team going forward,0,2
1474,president elect biden call malarkey guy pick cabinet asking appoint repdebhaaland repmarciafudge ejinaction learn cabinetclimatetest,0,2
1475,get ready america remember hitler mussolini mao castro current leader venezuela preached form socialism way power disarmed citizen biden want ammunition result,1,0
1476,osekry lisavnutrition usa scrowder donaldjtrumpjr twitter biden public servant year multiple multi million dollar house yea right left perfect trump lining pocket net worth went half billion dollar since office somehow idk,1,0
1477,like week flatten curve biden say ask american wear mask day bloomberg,0,2
1478,maybe focus mitchellreports instead whether biden dodging question not mitch mcconnell continues keep help american stimuluschecksnow,1,1
1479,laurensavoy joe biden million dollar forgivable loan china email billion dollar withheld ukraine viktor shokin fired could longer investigate hunter amp burisma big deal make sense,1,0
1480,foxnashville nope biden not going president watch listen say god control show greatness powerful movement shortly,1,0
1481,miroslav krupka alwayschildfree transition biden cant shit mitch control,1,0
1482,nickadamsinusa would biden concede election,1,1
1483,twnkltwinkle lybio djt gd er chakery dav tru cuda luvhotch fookcu f sm usa pure mazooma dcgnyc toddscrypto pilotmike mikecorona floydunagan militarysweep keep smiling likefinewine trumpis drellenbrandt stopthesteal stopthecoup headline china publishes fake image australian soldier beheading afghan child really goat different msm printing airing faux prez biden fantasy administration pick,1,0
1484,kyleclark crap even make sense would l il kim want biden pumpkin,1,0
1485,b malmet love biden great finally true leader,1,1
1486,wait til show biden execution,1,1
1487,realdonaldtrump none proven course donrlt worry record covid death biden fix mess,1,1
1488,president elect joe biden told cnn jake tapper thursday asked dr anthony fauci chief medical adviser part covid response team administration begin next year,0,2
1489,thehill vote biden,1,1
1490,american people must wake biden not stiing mr trump stling dont see democrat trying control,1,0
1491,biden say likely ask country wear mask day abc news via,0,2
1492,realdonaldtrump thought said would crash biden get,1,1
1493,worry everyone biden inaugurated get whole food gift card list coding class sign,1,1
1494,signed petition president elect joe biden amp congress must enact democracy reform sign,0,2
1495,wish cable network news station would stop broadcasting anything keep focus moving forward biden harris turn baby monitor,1,1
1496,snazzeo would willing bet biden nominate conservative court work republican anyways,1,0
1497,far yet thousand die usa thanks trump biden stop mob pity elected fool try amp survive,1,1
1498,joe biden make quip stepping office developing disease,0,2
1499,helpful article shed light u need look latam climate angle great generous partisan biden last guided u latin america policy nearly country secure stable democracy,1,1
1500,repwilson biden idiot asking people wear mask month,1,0
1501,rt com would north korea even want biden kim jong un called rabid dog lol,1,0
1502,alexcruik jmikeei soonergirl brendankeefe lunacy also see pv market biden c could even occur ne,1,0
1503,therickwilson funny left wing think biden pick greedy corporate shill far right commie want destroy big business living upside,0,2
1504,steph kelemencari fair take dem poll worker add ballot biden toss trump balance dominion calculated total kind like voting right,1,0
1505,crazedkittiesm layi olusanya cashmansburner arobszn nobody said making fun biden,0,2
1506,biden come gun trump,1,0
1507,defacedtv scrowder not going overturned biden fair square conservative judge thrown trump case william bar said evidence voter fraud,1,1
1508,agree fact trump actually trillion vote likely way also every biden voter prison disloyalty u supporter enjoy full freedom citizen,1,0
1509,like dr fauci discouraged fact let trump overrule science stayed silent spoke biden ask american wear mask first day say asked chief medical adviser,0,2
1510,trump legal team npw alleging fraud take vote biden,1,1
1511,joe biden retard,1,0
1512,bc c f ec agirljustknows look many voted biden election say straight face,1,1
1513,pope francis join joe biden build back better agenda via youtube,0,2
1514,chris schapira donjuan praetorian mallen joebiden kamalaharris people mean true conservative voted biden kept republican senator yes,0,2
1515,biden next year could monumental impact global fight corruption let hope come pas,0,2
1516,chrisjdmartin marymargolohan joe biden power never,1,0
1517,louiswei julie kelly dineshdsouza well democrat control senate trump oval office dems impeach remove another sham impeachment biden,1,0
1518,poor people harassed daily working election official tick ticked happened gsaemily didnt even make news brought letter biden nobody deserves physical intimidation,1,0
1519,based brazilian carlazambelli led joseph biden seriously,1,0
1520,oghab aseman biden hopefully diplomatic however equal side,0,2
1521,erictrump laraleatrump back kamala harris da california received full manifesto child rape case known catholic church hid protect rapist corrupt core like joe biden chosen globalist,1,0
1522,zhangshuai wta biden potus china win,1,1
1523,thehill every time trumper acknowledges biden president elect make headline supposed give pat back give shit whether acknowledge not,1,1
1524,u house financial service chair water recommends joe biden rescind occ crypto guidance coindesk,0,2
1525,foxnews maybe promote bidens fakw win fascism biden,1,0
1526,bellalove misgunception mrmichaelburkes not sure president elect hiden biden prison,1,0
1527,joebiden obama biden came office u losing job month million people home action took crisis returned economy healthy growth initiated longest streak job creation record trustjoe,1,1
1528,conservative anti gay bigot pastor franklin graham warned christian glbtq people planning pushing godless secular agenda joe biden becomes president saying extremely dangerous permitted,0,2
1529,realdonaldtrump thats biden coming,1,1
1530,davidchapman wish trump rally got ta drag perdue loeffler thru finish line even though already talking formality biden win,0,2
1531,tvnewshq biden look exhausted not even charge,1,0
1532,joncoopertweets matter trump concedes honestly people giving much life f ck realdonaldtrump gt democracy roll joe biden president kamala harris vp january matter,1,1
1533,william barr made big announcement criminal probe bad news joe biden,1,0
1534,donaldjtrumpjr investigate moron nobody talking abt hunter biden pardon,1,0
1535,anyone trump cabinet biden retain,0,2
1536,realdonaldtrump stock market love joe biden thanks joebiden,1,1
1537,tell biden campaign meeting,1,0
1538,pshene burnedoutteach kasie answer see insult coincidentally biden caught lying,1,0
1539,joebiden kamalaharris biden concede lawyer need,1,0
1540,realdonaldtrump thanks election joe biden,1,1
1541,computer shop owner raised alarm hunter biden laptop found dead,1,0
1542,errortruth dustydavis droakley let peacemaker starting setting eye christ not biden trump,0,2
1543,biden doctor lied broken foot cnn seems bad msm gushed transparent truthful joe doc team liar pushing b not good start looking sympathy,1,0
1544,burntoutcase anyway look like biden final margin victory right point lower trump probably would popular expected put national poll point typical polling error,1,1
1545,rightwingwatch god biden would lost instead million vote ahead,1,0
1546,joe hunter biden could teach ncsc thing two chinese influence look taste feel like since got rich money beijing top intelligence official say china targeting foreign influence incoming administration,1,0
1547,biden asked dr anthony fauci chief medical adviser part covid response team administration begin next year,0,2
1548,katemartinell kromexstylez realdonaldtrump want know loser page maybe biden resting mental break fraud discovered start hiding disgrace resorted even dead cast vote,1,0
1549,biden noting grim job report urge quick action coronavirus aid not without restructuring provide assistance unemployed real,1,0
1550,jim jordan working u like joe biden understand someone low iq may mistaken,1,0
1551,tbarnett jim jordan btw putin talked barack obama every day give marching order biden got china xi bernie sander like moscow much honeymooned amp looking home spend retirement year,1,0
1552,realdonaldtrump sentomcotton not win joe biden,1,1
1553,mirandadevine paulinehansonoz biden amp kerry approving maybe part reset political suicide aussie gave lnp chance stuck bernardi conservative watch move towards one nation shooter party,0,2
1554,realdonaldtrump way go biden,1,1
1555,thomrayne atensnut actually believe biden sworn,1,0
1556,realdonaldtrump american chose biden person ever fired many people,1,1
1557,nothing biden campaign vote remember not evidence voter fraud even trump creating would get thrown court sick bullshit,1,1
1558,got ridin biden shirt,1,1
1559,deekaygaming poliosmo matthewjshow joebiden joe biden never president,1,0
1560,sidney powell amends court filing said georgia vote flipped biden trump,1,0
1561,biden call people wear mask day,0,2
1562,realdonaldtrump said gain must judged day election thank biden,1,1
1563,realdonaldtrump yeah shit elected joe biden hope future,1,1
1564,jennaellisesq biden president elect,1,1
1565,biden plan superstore get picked hulu,0,2
1566,cnnpolitics real question biden know today,1,0
1567,thebradfordfile biden know far gone way could pull,1,0
1568,le month gone hunter biden falsely accused trump child needing pardon,1,1
1569,potus cnn democrat biden fraudsters saboteur free democracy,1,0
1570,realdonaldtrump love biden president,1,1
1571,know biden like still kinda want move canada,1,0
1572,breaking huge trump team dominion machine small georgia county show vote flipped biden via gatewaypundit,1,0
1573,among first act biden call day mask wearing,0,2
1574,sebgorka biden elected president fraudulent bidencheated fightback becarefull niac antifa sidney powell angel,1,0
1575,jsolomonreports lying cheating biden never president,1,0
1576,realismfirst parkermolloy numbersmuncher hi one question would democrat rig election biden let mcconnell remain majority leader lose bunch house seat please explain chess move,1,1
1577,obama warning underestimate joe ability fuck thing speaking waning understanding today democratic electorate especially iowa told one candidate know really biden,1,0
1578,officepool joe biden know state p january,0,2
1579,jjauthor yahoonews lying cheating biden never president,1,0
1580,realdonaldtrump said stock market would collapse biden keep making record high,1,1
1581,realdonaldtrump responding biden winning,1,1
1582,kellyanneconway acknowledges biden apparent winner,1,1
1583,biden administration mean reduction trade barrier u china answer investor like question bit nuanced,1,0
1584,cnnpolitics sick clown biden never president would see well behaved liberal left burn american city,1,0
1585,ready fight freedom although still not accept corrupt joe biden fake president,1,0
1586,breaking foxnews alert joe biden revealed going ask inauguration day,0,2
1587,biden need threat encouragement china cash joe amp family keep side american horrified president elect bed greatest threat democrat idiot,1,0
1588,realdonaldtrump stock market love joebiden thought would crash got elected thanks president biden,1,1
1589,fbi fbiboston biden power le likely punished enough,1,0
1590,knowwhateyememe biden got million vote,1,1
1591,joe biden would tear wall drug weapon flow freely across border,1,0
1592,zerohedge pro mask cultist vaccinated first biden obama etc fake vaccine placebo,1,0
1593,oann csinclairtv rpollockdc ridiculous conspiracy theory get biden fair square per trump cisa ag barr,1,1
1594,notcapnamerica wonder progressive one floated idea say stopped biden picking,0,2
1595,not believe second country accept vice president biden next flynn said based know probably greatest fraud ever experienced history,1,0
1596,seanmdav biden also said exact thing little month ago debate talking point,0,2
1597,nick conklin one person majority bunch rinos like romney not contrain biden vote thing put forward,0,2
1598,rudygiuliani game video show cookie cutter operation went also state stop counting send everyone home pull suitcase ballot resume illegal biden,1,0
1599,joe biden said thursday ask american commit day wearing mask one first act president stopping short nationwide mandate pushed stop spread coronavirus,0,2
1600,flattielover misshellca ladyoftheocean patpatmomat alshadowdancer calijeff hrt rkiriluk ahrehead politicspot cunningmarshal waywardmegan atumpkins kent nye janettewhittem emma hurrnot shellyrkirchoff ziggystardad kel varnsen janinevorr medwoman mathmomma brian alford sbdsoultrain skmvy cloudz viragox bsherrle rightinca topleveltroll trumpsugar madlabbt fueldog qdecoder tizzy mistressredwasp swolekyloren kattmist n ila chriscr zaharias lovestr theocracidal gopkleptocrat justjoeking zaphodbebblebr r xie f x fh digivorr president elect biden want give police million unlike loser policy giving money stopthestupid,1,1
1601,going leave trump behind not right know want u ready work biden make sure vote clown gop gopchairwoman,1,1
1602,kellyanne conway acknowledges biden apparent winner,1,1
1603,breakingnews unamerican traitor coward took place vn conflict daddy paying fake f bone spur done lost election want destroy america standing world president elect biden becomes omg,1,1
1604,biden noting grim job report urge quick action coronavirus aid,0,2
1605,realdonaldtrump better thank biden,1,1
1606,juliojove praying actress prayingactress tweeted pure gold mr biden neighborhood produced antifa association blm,0,2
1607,sencapito potus wvnationalguard please call colleague kamala harris congratulate victory alongside president elect joe biden fail something gracious show small really addiction po,1,1
1608,senhorraposa election populous u state entire population double digit biden win single trump,0,2
1609,table came lid biden presidency,1,0
1610,ksorbs competitor also gained million vote set record new voter registration biden yeah right,1,0
1611,emeraldrobinson holiest biden really christian would call election like fraud course demon possessed cabal corrupt cohort,1,0
1612,justicetime newtgingrich foxnews morboseen biden real fraud,1,0
1613,huge one batch ballot biden identified georgia fraudulent enough trump win,1,0
1614,biden force american wear mask democrat want appease dear leader,1,0
1615,joe biden said thursday ask american commit day wearing mask one first act president stopping short nationwide mandate,0,2
1616,rottymom chop matic rudygiuliani gop ga screwed point trump biden integrity election,1,0
1617,jaketapper biden interview high school aged daughter could done better professional job got secondhand embarrassment,1,0
1618,leahr deceased voter always vote biden almost dead,1,0
1619,pundit like ed rollins actually act biden legitimately amp wild goose chase wonder dems crap conservative time realdonaldtrump,1,0
1620,march biden created america new utopia however hypocrisy still remain,1,0
1621,realdonaldtrump yes joe biden hope better future,1,1
1622,bob wachter cdcgov drtomfrieden dr tom might want speak fauchi biden since currently plan,1,0
1623,jlptalk remember day slow spread biden idea sound like submit american,1,0
1624,realdonaldtrump bet world know joe biden charge thought said market would crash fake news donald,1,1
1625,herschelwalker mschlapp briankempga keep tagging joe biden kamala harris tell done,1,0
1626,teamtrump realdonaldtrump flotus lying cheating biden never president,1,0
1627,bjuslivn destructivechem wizard predicts jbinnall think actually ppl dominion explained fractionized vote half essence biden got vote trump today right tomorrow someone else left mean r not choosing,1,0
1628,thehopehicks jsolomonreports dems liar cheat biden not win ejection,1,0
1629,oberthierjh conductorofbeer elisa freedom realdonaldtrump post clip time not going change fact trump lost biden got million vote electoral election president elect deny want nothing,1,1
1630,tweet disappear biden omb nominee neera tanden twitter feed,0,2
1631,georgia matter biden pledge hike tax bush administration level,0,2
1632,tulsigabbard mtracey joebiden anyone think kamalaharris better choice lying everyone around wonder long take biden harris start new war month year,1,0
1633,nypost guess thats dog equivalent pull finger know biden like sniff thing,1,0
1634,realdonaldtrump joe biden th president united state not going say justice department handle case people,1,1
1635,usually assume people think obama accomplish much really young like biden started entire catastrophe worked way even expanded civil right feel expected raise,1,1
1636,georgia worker pulled suitcase ballot table republican poll watcher left sneaky election trump biden,1,0
1637,realdonaldtrump say would crash president biden elected,1,1
1638,ratcliffe urge biden let durham probe run course say doc declassified foxnews,0,2
1639,among first act biden call day mask wearing,0,2
1640,shade barnes law not congress biden sure hell never may end republic criminal civil checkmate,1,0
1641,markfinchem job obligated use lawful process state election whoever send vote winner popular az biden put hurt feeling aside duty,1,1
1642,dev decker oligarchy installed biden harris get agenda back w trump failed sign tpp worse deliver ww ecstatic people finally defeated,1,0
1643,many fake trump supporter twitter like positive post biden etc see like,1,1
1644,dems abroad join u year end get together zoom sat dec pm seasonal cheer need celebrate biden harris victory check share fun game rsvp daf toulouse democratsabroad org,1,1
1645,leequinton realdonaldtrump really god dam home work man biden would say,1,1
1646,rschooley david brook column next week biden need meet traitor halfway,1,0
1647,breaking biden not president matter much pretend,1,0
1648,profit either trump biden presidency not worried,0,2
1649,realdonaldtrump sorry already certified biden win lose loser,1,1
1650,realdonaldtrump since biden elected go joe,1,1
1651,laurenboebert could video tape joe biden personally filling ballot scanning medium would care le getting power back rid trump,1,1
1652,zawackidustin devibharati eveadamsnj jordanchariton berniesanders cnn foot fire push biden left amount load crap would seem,1,1
1653,tcastlecyber vitellasteve benthamzjeremy briantylercohen govt regular employee fired drumpf harrassed quiting since biden election see room stay exit stage right good u,0,2
1654,therealhoarse biden win michigan,1,1
1655,biden call day mask wearing,0,2
1656,realdonaldtrump hey idiot biden got vote million fail math,1,1
1657,looking lefty news listen check statuscoup live unprecedented lottery ivankaforprison alyssafarah ghislanemaxwell epstein jeffreyepstein trump biden tpp harris kamala tulsigabbard progressivenews,0,2
1658,senkamalaharris reason biden need start taking aggressive stance moscowmitch put fbi cia doj investigating abuse power treason see removed office obstruct sabotage must,0,2
1659,biden potential disagreement kamala develop disease say resign,0,2
1660,better trump person taking nyt roll back scaremongering political legal death long live biden harris b stop trying freak people call actual news not silly stuff,1,1
1661,course would report corrupt joe biden like keep chris wray fbi chief via gatewaypundit,1,0
1662,joe biden taking credit covid vaccine give little time take assisting china spread u,1,0
1663,realdonaldtrump new president may heard name joe biden inaugurated coincides leaving wh,1,1
1664,kellyscaletta hope first day camera biden administration come sharp designer suit cool aviator,0,2
1665,lindseygrahamsc realdonaldtrump year year old able vote seen large population empowered young woman rise men honor intelligence grown let kid see truth ready biden,1,1
1666,trump administration announced today auction drilling right arctic national wildlife refuge month rush lock oil biden term,0,2
1667,agirljustknows yeah cycle not dropped hope politician frankly pretty much progressive left well knew would go sleep biden elected jesus christ even disgusted quickly,0,2
1668,realdonaldtrump biden win,1,1
1669,realdonaldtrump thanks biden win,1,1
1670,oh snap brought whatever fate arrogant narcissistic thought could manipulate entire world angry biden saying refer investigation many entity going trump not worry,1,0
1671,president elect joe biden predicting bleak future congress take speedy action aid bill amid nationwide spike virus hampering country economic recovery,0,2
1672,president elect joe biden ask american wear mask first day office plus asked dr anthony fauci stay optimism growing relief deal congress latest,0,2
1673,llinwood perdue loeffler excited start negotiating biden say already thats gave state gop dead,1,0
1674,biden urge america mask day coronavirus surge,0,2
1675,realdonaldtrump thanks joe biden put confidence back market trump still worst come job,1,1
1676,jim jordan million know fraud evidence presented half electorate reason alone owe country stop shenanigan admit joe biden potus maga trump tosaveamerica stopthesteai,1,1
1677,biden say fauci chief medical adviser via kron news,0,2
1678,catturd tell u story surfaced biden king plagiarizing satan competing title father lie,1,0
1679,panherring joe biden amp kamala chicken crossing road hope car hit,1,0
1680,queeninyeiiow major battle ahead amp bernie still mostly concerned defending biden dems listened needed someone power listen time take advice making mass movement rather look help,0,2
1681,ga boosh game changer biden plan ban noncompete poaching clause,1,1
1682,hear special podcast episode w adriane casalotti chief government amp public affair iangolds discus nacchoalerts transition doc incoming biden administration th congress election publichealth,0,2
1683,nickroberts question expertise twitter friend pete going asked join biden harris administration compacity,0,2
1684,acosta sarahcwestwood let explain everybody end joe biden president,1,1
1685,biden traitortrump admin distributing vaccine detailed plan like healthcare trumpvid stimulus campaign never anything playing golf billing government property use,0,2
1686,biden want fauci chief medical adviser say ask day mask,0,2
1687,foxnews biden thought invent mask already wear almost month not new idea,1,0
1688,redistrict whole new york state swung towards biden thanks upstate ny,1,1
1689,justingraywsb wsbtv narrative shifting nothing see deny perhaps new bestie gabriel sterling explain simultaneous spike vote biden,1,0
1690,coronavirus live news biden ask american wear mask day global death pas,0,2
1691,ginaysmith business potus mike penny thats cute say brain dead biden leadership context accomplished nothing year except get elected democrat sad,1,0
1692,joe biden revealed going ask inauguration day via fox news breakingnews breaking,0,2
1693,biden win,1,1
