,Text,Raw tokens,Token length,Tokenized,NLTK ref sentiment,roberta_labeled
1431,Biden is a ruthless blood thirst pro 3rd term abortion killer. And any member of the Catholic clergy who supports these child abusers are being condemned by God....Hell awaits you my friend. ,"['Biden', 'ruthless', 'blood', 'thirst', 'pro', '3rd', 'term', 'abortion', 'killer', '.', 'And', 'member', 'Catholic', 'clergy', 'supports', 'child', 'abusers', 'condemned', 'God', '....', 'Hell', 'awaits', 'friend', '.']",24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5001, 5001, 5001, 1275, 664, 414, 1599, 2419, 1, 53, 1060, 1686, 5001, 1248, 920, 5001, 1551, 185, 136, 1535, 5001, 1540, 1]",-0.7003,0.0
1432,When Dominion equipment was used ... Democrat Joe Biden did exceptionally well. On other voting machines ... not so good. Go figure website_name ,"['When', 'Dominion', 'equipment', 'used', '...', 'Democrat', 'Joe', 'Biden', 'exceptionally', 'well', '.', 'On', 'voting', 'machines', '...', 'good', '.', 'Go', 'figure', 'website_name']",20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 314, 544, 2517, 470, 17, 373, 12, 2, 5001, 133, 1, 444, 284, 1112, 17, 98, 1, 442, 2305, 6]",-0.1619,2.0
1433,Tonight in the JFK Jr. Forum — and discuss Biden-Harris' youth outreach strategy and ways the Democrats can continue the youth wave to win the Georgia Senate runoff. Join the conversation at 6pm ET ⤵ website_name ,"['Tonight', 'JFK', 'Jr.', 'Forum', '—', 'discuss', 'Biden-Harris', ""'"", 'youth', 'outreach', 'strategy', 'ways', 'Democrats', 'continue', 'youth', 'wave', 'win', 'Georgia', 'Senate', 'runoff', '.', 'Join', 'conversation', '6pm', 'ET', '⤵', 'website_name']",27,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5001, 5001, 1708, 5001, 586, 1027, 198, 41, 2755, 5001, 1385, 1563, 152, 427, 2755, 2539, 64, 118, 212, 1023, 1, 5001, 5001, 5001, 5001, 5001, 6]",0.7964,2.0
1434,knew it. (and it forces biden's hand.) ,"['knew', '.', '(', 'forces', 'biden', ""'s"", 'hand', '.', ')']",9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 234, 1, 71, 2540, 46, 5, 449, 1, 62]",0.0,2.0
1435,Because Biden will be president. ,"['Because', 'Biden', 'president', '.']",4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 2, 34, 1]",0.0,2.0
1436,According to Kalliope I am Joe Biden years old ,"['According', 'Kalliope', 'I', 'Joe', 'Biden', 'years', 'old']",7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2361, 5001, 7, 12, 2, 105, 260]",0.0,2.0
1437,"Some argue that even though tariffs are damaging, the Trump administration had good reason to impose them, and a Biden administration should continue them. But the evidence shows that the negative effects of tariffs outweigh any small temporary protection website_name ","['Some', 'argue', 'even', 'though', 'tariffs', 'damaging', ',', 'Trump', 'administration', 'good', 'reason', 'impose', ',', 'Biden', 'administration', 'continue', '.', 'But', 'evidence', 'shows', 'negative', 'effects', 'tariffs', 'outweigh', 'small', 'temporary', 'protection', 'website_name']",28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 529, 2512, 92, 410, 2756, 5001, 3, 10, 47, 98, 255, 5001, 3, 2, 47, 427, 1, 88, 117, 358, 5001, 2543, 2756, 5001, 604, 5001, 2141, 6]",-0.8201,2.0
1438,Right Republicans putting fake ballots in for Joe Biden! Come on man! ,"['Right', 'Republicans', 'putting', 'fake', 'ballots', 'Joe', 'Biden', '!', 'Come', 'man', '!']",11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1142, 201, 1946, 259, 96, 12, 2, 4, 1230, 145, 4]",-0.5696,0.0
1439,"Because giving any time or energy to it would just give the claims credence. You all would then be saying - ""See! Even Biden thinks there was fraud!"" Nothing he does will sit well with the Trumpers, so he's better off focusing his energy on real troubles we are facing. ","['Because', 'giving', 'time', 'energy', 'would', 'give', 'claims', 'credence', '.', 'You', 'would', 'saying', '-', '``', 'See', '!', 'Even', 'Biden', 'thinks', 'fraud', '!', ""''"", 'Nothing', 'sit', 'well', 'Trumpers', ',', ""'s"", 'better', 'focusing', 'energy', 'real', 'troubles', 'facing', '.']",35,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 454, 82, 984, 16, 135, 639, 5001, 1, 33, 16, 247, 51, 26, 2757, 4, 355, 2, 235, 50, 4, 25, 558, 5001, 133, 2758, 3, 5, 142, 2494, 984, 270, 5001, 1826, 1]",0.8158,0.0
1440,"Nah didn't you forget, all the brain-dead Trumpers turned on Fox quicker than you can snap when they admitted Biden won the election. They retreated to further right news networks that REALLY confirm their biases. ","['Nah', ""n't"", 'forget', ',', 'brain-dead', 'Trumpers', 'turned', 'Fox', 'quicker', 'snap', 'admitted', 'Biden', 'election', '.', 'They', 'retreated', 'right', 'news', 'networks', 'REALLY', 'confirm', 'biases', '.']",23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1208, 9, 649, 3, 5001, 2758, 1074, 841, 5001, 2759, 1656, 2, 19, 1, 73, 5001, 77, 126, 2469, 5001, 5001, 5001, 1]",0.656,0.0
1441,"Call to action for the Biden administration and governments everywhere: ""make the upcoming COVID-19 vaccine a People's Vaccine: a global public good, freely and fairly available to all, prioritizing those most in need here at home and around the world."" website_name ","['Call', 'action', 'Biden', 'administration', 'governments', 'everywhere', ':', '``', 'make', 'upcoming', 'COVID-19', 'vaccine', 'People', ""'s"", 'Vaccine', ':', 'global', 'public', 'good', ',', 'freely', 'fairly', 'available', ',', 'prioritizing', 'need', 'home', 'around', 'world', '.', ""''"", 'website_name']",32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 823, 432, 2, 47, 2631, 2065, 13, 26, 89, 1611, 495, 100, 401, 5, 1701, 13, 456, 744, 98, 3, 2760, 1178, 1319, 3, 5001, 85, 532, 392, 188, 1, 25, 6]",0.7003,1.0
1442,I think it would be wonderful if Trump didn't go to Biden's inauguration. With Trump there it would lower the prestige of the ceremony. ,"['I', 'think', 'would', 'wonderful', 'Trump', ""n't"", 'go', 'Biden', ""'s"", 'inauguration', '.', 'With', 'Trump', 'would', 'lower', 'prestige', 'ceremony', '.']",18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 55, 16, 1565, 10, 9, 119, 2, 5, 158, 1, 342, 10, 16, 1114, 5001, 5001, 1]",0.3612,2.0
1443,"Andrew Neil has now said he's anti Brexit, pro EU, anti Trump, pro Biden, pro illegal immigrant amnesty(!) and likes globalist billionaire George Soros. It's funny who the left choose to hate... ","['Andrew', 'Neil', 'said', ""'s"", 'anti', 'Brexit', ',', 'pro', 'EU', ',', 'anti', 'Trump', ',', 'pro', 'Biden', ',', 'pro', 'illegal', 'immigrant', 'amnesty', '(', '!', ')', 'likes', 'globalist', 'billionaire', 'George', 'Soros', '.', 'It', ""'s"", 'funny', 'left', 'choose', 'hate', '...']",36,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5001, 5001, 61, 5, 2761, 2762, 3, 1275, 1372, 3, 2761, 10, 3, 1275, 2, 3, 1275, 813, 2645, 5001, 71, 4, 62, 696, 1496, 5001, 5001, 5001, 1, 30, 5, 913, 258, 1718, 1050, 17]",-0.4199,0.0
1444,"Yes, stock market is a leading indicator so investors are stoked on the Biden victory!!! 👍👍👊👌😘 ","['Yes', ',', 'stock', 'market', 'leading', 'indicator', 'investors', 'stoked', 'Biden', 'victory', '!', '!', '!', '👍👍👊👌😘']",14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 156, 3, 301, 151, 1616, 5001, 1225, 5001, 2, 273, 4, 4, 4, 5001]",0.5538,1.0
1445,"actually i didn't vote for biden, or anyone...i am , like millions upon millions of others a “dreaded” foreigner laughing at the shit show and daring to make comment on the ridiculous circus this election has become..The circus lead by ring leader known as Anus Tangerinas ","['actually', ""n't"", 'vote', 'biden', ',', 'anyone', '...', ',', 'like', 'millions', 'upon', 'millions', 'others', '“', 'dreaded', '”', 'foreigner', 'laughing', 'shit', 'show', 'daring', 'make', 'comment', 'ridiculous', 'circus', 'election', 'become', '..', 'The', 'circus', 'lead', 'ring', 'leader', 'known', 'Anus', 'Tangerinas']",36,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 208, 9, 58, 46, 3, 166, 17, 3, 21, 367, 973, 367, 1159, 39, 5001, 40, 2401, 1321, 217, 423, 5001, 89, 1237, 1933, 2763, 19, 642, 102, 14, 2763, 780, 2764, 278, 385, 5001, 5001]",0.2732,0.0
1446,CNN execs 'deliberately refused to cover Hunter Biden laptop scandal' website_name ,"['CNN', 'execs', ""'deliberately"", 'refused', 'cover', 'Hunter', 'Biden', 'laptop', 'scandal', ""'"", 'website_name']",11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 5001, 5001, 1649, 900, 178, 2, 992, 2143, 41, 6]",-0.6249,0.0
1447,But you can't claim credit for it! It Biden's win!!!! ,"['But', 'ca', ""n't"", 'claim', 'credit', '!', 'It', 'Biden', ""'s"", 'win', '!', '!', '!', '!']",14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 140, 9, 1258, 252, 4, 30, 2, 5, 64, 4, 4, 4, 4]",-0.6052,1.0
1448,"I truly believe most of them are complicit. All you have to do is look at the Veritas Videos from San Antonio TX and Sarge's timeline after the election, with the red districts going to Biden and then the seats in blue districts going Republican. ","['I', 'truly', 'believe', 'complicit', '.', 'All', 'look', 'Veritas', 'Videos', 'San', 'Antonio', 'TX', 'Sarge', ""'s"", 'timeline', 'election', ',', 'red', 'districts', 'going', 'Biden', 'seats', 'blue', 'districts', 'going', 'Republican', '.']",27,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1900, 160, 1690, 1, 204, 274, 2694, 2578, 1917, 5001, 2321, 5001, 5, 5001, 19, 3, 1117, 2765, 37, 2, 2766, 1236, 2765, 37, 184, 1]",0.7297,0.0
1449,"M.E. Peace deals, No new wars &amp; Fairer trade deals?? Lying hacks...Donald Trump's Foreign Policy Leaves Behind Destruction—and Opportunity—for Joe Biden website_name ","['M.E', '.', 'Peace', 'deals', ',', 'No', 'new', 'wars', '&', 'amp', ';', 'Fairer', 'trade', 'deals', '?', '?', 'Lying', 'hacks', '...', 'Donald', 'Trump', ""'s"", 'Foreign', 'Policy', 'Leaves', 'Behind', 'Destruction—and', 'Opportunity—for', 'Joe', 'Biden', 'website_name']",31,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5001, 1, 5001, 907, 3, 93, 103, 880, 22, 24, 18, 5001, 644, 907, 8, 8, 5001, 5001, 17, 200, 10, 5, 2221, 2222, 2223, 2224, 2225, 2226, 12, 2, 6]",-0.7236,0.0
1450,"You may be surprised, but the Election will not be won by whoever has the most sheep audience around him. It must be really painful for some to realize that Biden didn't need such a theater and still won. 😁 ","['You', 'may', 'surprised', ',', 'Election', 'whoever', 'sheep', 'audience', 'around', '.', 'It', 'must', 'really', 'painful', 'realize', 'Biden', ""n't"", 'need', 'theater', 'still', '.', '😁']",22,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 313, 1193, 3, 175, 2380, 1266, 5001, 392, 1, 30, 196, 132, 5001, 784, 2, 9, 85, 2426, 65, 1, 5001]",-0.9158,0.0
1451,Because Twitter invested itself in a Biden victory and want us to shut up and act like everything's fine. ,"['Because', 'Twitter', 'invested', 'Biden', 'victory', 'want', 'us', 'shut', 'act', 'like', 'everything', ""'s"", 'fine', '.']",14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 452, 1773, 2, 273, 66, 90, 945, 406, 21, 293, 5, 2266, 1]",0.5574,2.0
1452,Mitch McConnell is evil &amp; inhumane! His lack of action on the relief package shows that he doesn't give a fuck about the American people! His behavior is all about what will help the Republicans. He's doing his damnedest to place Biden in a vulnerable position. He has to go! ,"['Mitch', 'McConnell', 'evil', '&', 'amp', ';', 'inhumane', '!', 'His', 'lack', 'action', 'relief', 'package', 'shows', ""n't"", 'give', 'fuck', 'American', 'people', '!', 'His', 'behavior', 'help', 'Republicans', '.', 'He', ""'s"", 'damnedest', 'place', 'Biden', 'vulnerable', 'position', '.', 'He', 'go', '!']",36,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 683, 197, 937, 22, 24, 18, 5001, 4, 524, 787, 432, 265, 2153, 358, 9, 135, 553, 147, 20, 4, 524, 1412, 169, 201, 1, 27, 5, 5001, 336, 2, 2386, 563, 1, 27, 119, 4]",-0.3239,0.0
1453,seems the efforts by Bernie and the gang to push Biden left are not working... ,"['seems', 'efforts', 'Bernie', 'gang', 'push', 'Biden', 'left', 'working', '...']",9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2767, 1666, 222, 2423, 1078, 2, 258, 348, 17]",0.0,0.0
1454,Little known fact – that Biden's support for Thatcher in 1982 was not the first time that the US helped kick Argie ass? Lexington Raid 1831 anyone? website_name Or p.101 👇 website_name ,"['Little', 'known', 'fact', '–', 'Biden', ""'s"", 'support', 'Thatcher', '1982', 'first', 'time', 'US', 'helped', 'kick', 'Argie', 'ass', '?', 'Lexington', 'Raid', '1831', 'anyone', '?', 'website_name', 'Or', 'p.101', '👇', 'website_name']",27,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 533, 385, 285, 430, 2, 5, 190, 534, 535, 38, 82, 74, 328, 477, 536, 306, 8, 537, 538, 539, 166, 8, 6, 286, 540, 478, 6]",-0.2869,2.0
1455,(AP News) Next for Biden: Getting the right health team as virus rages website_name #Cabinets #DiseasesAndConditions #DistrictOfColumbia #Epidemics #GeneralNews #GovernmentAndPolitics #GovernmentPrograms ,"['(', 'AP', 'News', ')', 'Next', 'Biden', ':', 'Getting', 'right', 'health', 'team', 'virus', 'rages', 'website_name', '#', 'Cabinets', '#', 'DiseasesAndConditions', '#', 'DistrictOfColumbia', '#', 'Epidemics', '#', 'GeneralNews', '#', 'GovernmentAndPolitics', '#', 'GovernmentPrograms']",28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 1884, 267, 62, 1315, 2, 13, 5001, 77, 915, 75, 388, 5001, 6, 11, 5001, 11, 5001, 11, 5001, 11, 5001, 11, 5001, 11, 5001, 11, 5001]",-0.4767,2.0
1456,Except that Biden didn't lose. ,"['Except', 'Biden', ""n't"", 'lose', '.']",5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 827, 2, 9, 503, 1]",0.3089,2.0
1457,And Biden wants to be God Father ,"['And', 'Biden', 'wants', 'God', 'Father']",5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 2, 154, 185, 5001]",0.2732,2.0
1458,"DeadlineWH: ""Yes there is a vacuum. There are some conversations that may or may not be taking place, but the promise that Biden is offering, is that he's straight as an arrow and he's gonna be able to cut deals with Mitch McConnell"" - w/ website_name ","['DeadlineWH', ':', '``', 'Yes', 'vacuum', '.', 'There', 'conversations', 'may', 'may', 'taking', 'place', ',', 'promise', 'Biden', 'offering', ',', ""'s"", 'straight', 'arrow', ""'s"", 'gon', 'na', 'able', 'cut', 'deals', 'Mitch', 'McConnell', ""''"", '-', 'w/', 'website_name']",32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2521, 13, 26, 156, 5001, 1, 144, 5001, 313, 313, 353, 336, 3, 2738, 2, 2257, 3, 5, 987, 5001, 5, 291, 220, 1471, 2739, 907, 683, 197, 25, 51, 1673, 6]",0.5423,2.0
1459,Joe Biden still doesn't realize what the voters that Democrats have lost actually want website_name ,"['Joe', 'Biden', 'still', ""n't"", 'realize', 'voters', 'Democrats', 'lost', 'actually', 'want', 'website_name']",11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 2, 65, 9, 784, 165, 152, 134, 208, 66, 6]",-0.25,0.0
1460,Joe Biden had never done anything but lie. Ffs the man was caught plagiarizing over half of his speeches. He is the epitome of a liar. ,"['Joe', 'Biden', 'never', 'done', 'anything', 'lie', '.', 'Ffs', 'man', 'caught', 'plagiarizing', 'half', 'speeches', '.', 'He', 'epitome', 'liar', '.']",18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 2, 115, 225, 253, 1062, 1, 5001, 145, 594, 2768, 596, 2716, 1, 27, 5001, 711, 1]",-0.8922,0.0
1461,They are waiting until Biden is in the White House ,"['They', 'waiting', 'Biden', 'White', 'House']",5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 844, 2, 320, 209]",0.0,2.0
1462,Biden has a 55% approval rating and he has not been sworn in yet Trump approval is in the dumpster Trump is a failure Trump L O S T per 81 MILLION Americans ,"['Biden', '55', '%', 'approval', 'rating', 'sworn', 'yet', 'Trump', 'approval', 'dumpster', 'Trump', 'failure', 'Trump', 'L', 'O', 'S', 'T', 'per', '81', 'MILLION', 'Americans']",21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2058, 94, 1721, 5001, 236, 346, 10, 1721, 5001, 10, 1354, 10, 5001, 5001, 5001, 5001, 875, 1695, 881, 32]",0.3182,0.0
1463,Thank you President Joe Biden ,"['Thank', 'President', 'Joe', 'Biden']",4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 15, 12, 2]",0.3612,1.0
1464,"airplanes and buses, he will issue a standing order that masks must be worn. Biden also said he has asked Dr. Anthony Fauci to be a chief medical adviser and part of his Covid-19 response team when his administration begins next year. ","['airplanes', 'buses', ',', 'issue', 'standing', 'order', 'masks', 'must', 'worn', '.', 'Biden', 'also', 'said', 'asked', 'Dr.', 'Anthony', 'Fauci', 'chief', 'medical', 'adviser', 'part', 'Covid-19', 'response', 'team', 'administration', 'begins', 'next', 'year', '.']",29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2658, 2659, 3, 694, 1268, 605, 43, 196, 929, 1, 2, 139, 61, 130, 138, 172, 57, 168, 161, 194, 257, 752, 531, 75, 47, 1063, 155, 233, 1]",-0.296,2.0
1465,We are we put biden in ,"['We', 'put', 'biden']",3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 176, 46]",0.0,2.0
1466,"The Pope has CLEARLY signaled that he approves of (and loves) Biden, the would-bee illegal occupier of the White House. ","['The', 'Pope', 'CLEARLY', 'signaled', 'approves', '(', 'loves', ')', 'Biden', ',', 'would-bee', 'illegal', 'occupier', 'White', 'House', '.']",16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 2769, 5001, 1607, 5001, 71, 635, 62, 2, 3, 5001, 813, 5001, 320, 209, 1]",0.368,1.0
1467,Go biden you do that ring h ,"['Go', 'biden', 'ring', 'h']",4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 442, 46, 2764, 5001]",0.0,2.0
1468,If you've never worn fuggs you should be really afraid of Biden's tax plan ,"['If', ""'ve"", 'never', 'worn', 'fuggs', 'really', 'afraid', 'Biden', ""'s"", 'tax', 'plan']",11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 111, 115, 929, 5001, 132, 872, 2, 5, 708, 146]",0.2235,0.0
1469,"Where is your evidence of fraud? The only fraud is the assertion that it's a fraud. Why won't they present evidence? Simple, it's because it's lies, and an attempt at coup. Republicans have no morals, TIME TO END MOB RULE! Thanks Democrats and Arizona for giving us Biden! ","['Where', 'evidence', 'fraud', '?', 'The', 'fraud', 'assertion', ""'s"", 'fraud', '.', 'Why', 'wo', ""n't"", 'present', 'evidence', '?', 'Simple', ',', ""'s"", ""'s"", 'lies', ',', 'attempt', 'coup', '.', 'Republicans', 'morals', ',', 'TIME', 'TO', 'END', 'MOB', 'RULE', '!', 'Thanks', 'Democrats', 'Arizona', 'giving', 'us', 'Biden', '!']",41,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 853, 117, 50, 8, 14, 50, 5001, 5, 50, 1, 237, 107, 9, 1497, 117, 8, 1143, 3, 5, 5, 491, 3, 1068, 493, 1, 201, 5001, 3, 1347, 143, 5001, 2770, 5001, 4, 189, 152, 974, 454, 90, 2, 4]",-0.9193,0.0
1470,Thanks president Biden!! ,"['Thanks', 'president', 'Biden', '!', '!']",5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 189, 34, 2, 4, 4]",0.5399,1.0
1471,Leaders Of Conservative Organizations Call For Biden To Release Bank Records website_name ,"['Leaders', 'Of', 'Conservative', 'Organizations', 'Call', 'For', 'Biden', 'To', 'Release', 'Bank', 'Records', 'website_name']",12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2745, 241, 1133, 5001, 823, 271, 2, 141, 5001, 2366, 2367, 6]",0.0,2.0
1472,Herd mentality. Twin cities voted BIDEN. counties west of the twin cities are entrenched trumpthugs. Definitely racism involved ,"['Herd', 'mentality', '.', 'Twin', 'cities', 'voted', 'BIDEN', '.', 'counties', 'west', 'twin', 'cities', 'entrenched', 'trumpthugs', '.', 'Definitely', 'racism', 'involved']",18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5001, 5001, 1, 5001, 1733, 72, 35, 1, 1160, 1867, 5001, 1733, 2505, 5001, 1, 5001, 2710, 928]",-0.34,0.0
1473,"Biden transition staff didn't say whether Michelle Lujan Grisham still has a chance at being Biden's pick for HHS secretary but they did tell CHC members that they want her, a transition co-chair, to be on their team going forward. website_name ","['Biden', 'transition', 'staff', ""n't"", 'say', 'whether', 'Michelle', 'Lujan', 'Grisham', 'still', 'chance', 'Biden', ""'s"", 'pick', 'HHS', 'secretary', 'tell', 'CHC', 'members', 'want', ',', 'transition', 'co-chair', ',', 'team', 'going', 'forward', '.', 'website_name']",29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 262, 1213, 9, 63, 810, 2618, 1770, 1771, 65, 300, 2, 5, 1044, 1696, 2040, 292, 5001, 597, 66, 3, 262, 5001, 3, 75, 37, 501, 1, 6]",0.2382,2.0
