,Tweet Text,Sentiment
3461,"           biden said on tv 1 : that he did n't need peoples votes to get elected . 2 : that they 've built the most extensive voter fraud network in history ..... 
 i find it 's best to believe what people say over what others say they meant .",positive
3462,   because twitter invested itself in a biden victory and want us to shut up and act like everything 's fine .,positive
3463,"cnn exclusive : biden says he will ask americans to wear masks for the first 100 days he 's in office 

 ",positive
3464,i support ! but biden should say “ we ’re going to require masks only for men with big d**ks . you ’ll need to go to the doctor to get your certified big d**k letter . then you can wear a mask . ”,positive
3465,"cnn exclusive : biden says he will ask americans to wear masks for the first 100 days he 's in office 
 ",positive
3466,   maybe if you all did n’t promote bidens fakw win we would n’t have fascism under biden this is all on you,positive
3467,      _ _ _ _      i appreciate that . not one cent . did n’t vote for trump believe it or not . kinda hope biden gets it - the left is gon na eat itself 🤣,positive
3468,"   it 's written by the director of national intelligence so for him it 's clearly the number one threat . also need to look at it from a political aspect , i 'm sure he has a vested interest in talking it up , especially now ( with biden coming in ) 

 i see it as a massive threat personally",positive
3469,"       georgia did a hand count of all ballots . they matched the machine count , except for 1 republican - led county that made a mistake ( which was corrected due to the hand count ) . biden still won . 
 but if you want national audits , then tell mcconnell to put the house bills up for debate .",positive
3470,     bullsheit ! ! ! he was the clown & amp ; we were out here watching 👀   trump win & amp ; the election was rigged ... ai nt noway biden won michigan  ,positive
3471,    _ call4      hunter ’s connection and large payments from russia and china are n’t enough ? then tell me how did biden grow from a net worth of under 1 million to both his son and himself being multi millionaire right after he finished his vice presidency ?,positive
3472,here ’s your fair warning . he ’s setting precedence of what will be a mandatory nationwide lockdown to “ crush the virus ” so we can then “ build back better . ” it ’s going to be hard to “ bbb ” when the country erupts into revolution . congrats biden voters ! !,positive
3473,"this shit happens when people vote for republicans .   now that biden won , the gop in   ga wants to change the rules .  
 stop voting for republicans . 
 georgia gop seeks mail - in ballot changes after biden 's win    via  ",positive
3474,"i ’ve been avoiding twitter the last few days - and avoiding most news - to escape the trump show . 

 instead , i ’ve been hanging out with my family , watching a ton of movies , playing a ton of games , and counting the days until biden & amp ; harris are in the wh . 

 stay safe . stay well .",positive
3475,"  _ is_back   _    1 ) voting is compromised from options to results , if biden swears in then it ’s complete 2 ) they have swat , hypersonic aircraft , and your phone location 3 ) read olinsky 8 rules . deep state is all over the place and they control cbdc ’s",positive
3476,   you already gave your power to this industry by supporting biden / harris without real concessions,positive
3477,       hey murph look this up and do an article . since you are oblivious to things outside of kentucky . 9 of the 10 dumbest states ( including ky ) were won by trump ! 9 out 10 of the smartest us states were won by biden . look it up ! kentucky needs to wise up !,positive
3478,"joe says "" just 100 days to mask , not forever . 100 days . and i think we 'll see a significant reduction , "" biden told tapper during his first joint interview with vice president - elect kamala harris since winning the election .   i can do that .",positive
3479,"     yet you stated we should   accept   that biden is president ,   we have more courage , more loyalty ,   more devotion   to our country   than any fox employee like yourself",positive
3480,"the time remaining on the trump presidency as of this tweet is 47 days , 18 hours . this equals 1,146 hours or 68,760 minutes or 4,125,600 seconds . that seems like a lot of seconds but it ’s a lot fewer than biden ’s vote margin in the popular vote , which is nearing 7,000,000 .",positive
3481,"     doctor fauci is a good and honorable man . ' one of the best in the business ' in terms of his expertise ! so happy he will resume "" his current role and advise incoming president biden on the pandemic . """,positive
3482,  _ jordan there 's no need of further investigation ! trump is the winner and biden and his minions must go to jail !,positive
3483,         i applaud president trump for his implementation of operation warp speed . his administration is coming to an end though . will he make sure that there is a smooth transition of power so that his good work on the vaccine is complete ? biden is ready to take it from here .,positive
3484,   biden does n’t have an original thought !,positive
3485,"       my thoughts exactly , been following this whole process for months , and it was clear to everyone from months from the election that mail in ballots was going to be massive . and it was always going to turn out this way trump would lead on the day but then mail in comes in for biden",positive
3486,kamala harris choosing old clinton and obama employees to help her.really ! we might as well have president obama choose their cabinet members . hispanic caucus and naacp   forget the idea that biden is going to choose candidates to your liking . # biden # cnn,positive
3487,   and old feeble biden will take the credit .,positive
3488,"cnn exclusive : biden will ask americans to wear masks for his first 100 days and says he 's asked fauci to be a chief medical adviser 

 ",positive
3489,""" the first day i 'm inaugurated i 'm going to ask public for 100 days to mask , "" biden said . "" not forever -- 100 days . "" 

 sounds a lot like "" 14 days to flatten the curve """,positive
3490,"} cnn exclusive : # biden says he will ask # americans to wear # masks for the first 100 days he 's in office 
 ",positive
3491,   would love biden to comment on this video .,positive
3492,biden one the popular vote by 7 million votes - that is a landslide anyway you fracking slice it - what are republicans still whining about ?,positive
3493,"   senator feinstein is giving credit to    ! ! ! alert the media .... 
 . 
 i think i 'm suffering from shock ! 
 . 
 imagine when the democrats in the fda release the vaccine ? of course that will likely be after january 20 to make joe biden a hero ... 
 . 
 # bidencheated2020",positive
3494,"   thank you president elect biden , sir !",positive
3495,people like    calling me out on their story thinking their bet on biden is overdue .... why has n't vegas paid yet then ? they know djt winnin 🤣,positive
3496,mic drop ! fox ’s dana perino rips media praising biden ’s communications team    via  ,positive
3497,""" build back better "" 

 promoted by : 

 joe biden 
 democrat party 
 francis 
 the new world order 
 the un 
 communists 
 socialists 

 😡 😡 😡 😡 😡 😡 😡 😡 😡 😡",positive
3498,       oh ok . let ’s give trump georgia . so biden will have 290 electoral college votes and trump 248 . happy now ?,positive
3499,dear president elect biden ... stop talking about what you ’re gon na do . just let ’s get to jan first ! ! !,positive
3500,"     really do you even understand what you said . i hope they put u in jail for this fraud as well . the secretary of state said president biden won with eleventy - million billion trillion votes , guys . it 's over . -- basically elena parent",positive
3501,"   well , if it ’s just to vote , then they are promoting democratic practice . it does n’t say they had to vote for biden to win .",positive
3502,"   the co - conspirator list is growing ! 
 the really cool thing is anytime biden promotes someone to his administration in any capacity , he ’s outing all co - conspirators ( eo 2018 ) so the government does n’t have to guess when roundup time comes !",positive
3503,"cnn exclusive : biden will ask americans to wear masks for his first 100 days and says he 's asked fauci to be a chief medical adviser 
 ",positive
3504,"thank god , biden will treat fauci with due respect . that 's what a real president does .",positive
3505,"can anyone name 1 treaty the usa gov't did not break with any native tribe ? 
 i 'll give you 1000 years to look . 
 1000 years later : nope , they broke every treaty ! 
 let 's trust our gov't ! woohoo ! maga ! biden ! you rock ! good job screwing us regular folk and stealing everything !",positive
3506,i simply do not understand why there are n’t any consequences to their abhorrent behavior . i guess i ’ll just have to hope that president biden does n’t pardon any of these scumbags and that the ny state ag ’s office follows through with their filings . 🤞 🙏 👊,positive
3507,"just in : cnn exclusive : biden says he will ask americans to wear masks for the first 100 days he 's in office 
 ",positive
3508,"  _ jordan since fauci works for the american people , and biden is an american person , i guess , yeah ... technically . he also works for me and the rest of us . 
 it will be nice to have a president who listens to him .",positive
3509,"breaking : president - elect biden tells jake tapper he will ask all americans to wear masks for the first 100 days after he takes office : "" i think we 'll see a significant reduction ... to drive down the numbers considerably """,positive
3510,         the machines are not the problem i 'm telling y all . they simply harvest blank mail ins probably from high lvl postal workers . filled them out for biden and walked them right through the door . only evidence is signatures .   why risk everything with machines that will hold evidence ?,positive
3511,"                              _ booboo    something does n’t make sense to me       : 

 suppose 10 biden ballots are “ run through ” 10 times = 100 biden votes . 

 10 ballots = 100 votes ... 

 would n’t a hand “ recount ” reveal 
 10 ballots ? 
 and 90 votes illegally / improperly cast ?",positive
3512,"joe bidens election means we will have another statesman president , just like obama .   all class .   i 'm also excited that biden will have the opportunity to resurrect all the damage trump intentionally did to obama 's legacy .",positive
3513,breaking # foxnews alert : joe biden just revealed what he 's going to ask you to do on inauguration day .,positive
3514,       what does it matter they r al real ballots but to humor trump maybe they should do a recount and start with mail in first so trumped knew at 10 that he was losing or a least a very tight race but 80 millions 307 to 223 is a landslide win for biden,positive
3515,     thanks .   with biden coming we might have hope,positive
3516,"cnn exclusive : biden says he will ask americans to wear masks for the first 100 days he 's in office 
 ",positive
3517,"hero :   cnn exclusive : biden says he will ask americans to wear masks for the first 100 days he 's in office 

 ",positive
3518,brad pitt showed support by voicing joe biden ’s   ad  ,positive
3519,could biden maintain trump ’s legacy of strong alliances ?  ,positive
3520,       do you really not realize that people actually like joe biden ?,positive
3521,"  _ herridge spitting in the wind if he told biden that ! ! !   i 'm sure he got a ' com'on man ! """,positive
3522,"    _ o      yeah , tenspeed . they impeached trump for exactly what sleepy joe did . they do n’t get it . biden ’s 5 million dollar forgivable “ loan ” from china and his withholding a billion $ ’s from ukraine until viktor shokin was fired so he could n’t investigate hunter & amp ; burisma . 🤔 🧐",positive
3523,"president - elect joe biden wears a slip - on shoe over his fractured foot as he arrives at the queen in wilmington , delaware . biden fractured his right foot in a fall last weekend while playing with his dog .  ",positive
3524,  _ storm007      the election was secure . the votes have been counted . the result is in and official . joe biden won . trump lost . the world continues to turn . find something else to do with your life . it ’s time to move on .,positive
3525,"will a biden administration mean a reduction of trade barriers between the u.s . and china . the answer for investors ? like most questions on trade , it ’s a bit nuanced . 
  ",positive
3526,"   do n't forget that the upcoming tax increases in the next few years are a result of the republicans ' tax giveaway to the wealthiest a few years ago . 
 please remind people when they blame biden .",positive
3527,anyone who thinks joe biden is here to rescue them is suffering from stockholm syndrome .,positive
3528,   you really believe they would take a vaccine ? you ’re probably the same people who believe joe biden wins the election .,positive
3529,"cnn exclusive : biden says he will ask americans to wear masks for the first 100 days he 's in office 

 ",positive
3530,"   trump you had 74 million and biden had 80 million all counted through the same machines , stop bellyaching . you were trusted to by the american people now do n’t let them down . you were out voted . come back in 2024",positive
3531,"cnn exclusive : biden says he will ask americans to wear masks for the first 100 days he 's in office 

 
 👏 👏 👏   if people cooperated in the first place , we might not be careening into # covidhell right now # presidentelectbiden",positive
3532,"cnn exclusive : biden says he has asked fauci to be a chief medical adviser during his administration 
 ",positive
3533,"   this is a misleading number , biden won by 0.1 % in the swing states that determined the election !",positive
3534,someone i know was asked by the biden - harris transition team to advise on rural ed issues ! 1 ) am so glad there ’s an authentic rural ed voice to inform policy and 2 ) am pretty sure this makes me almost famous .  ,positive
3535,"cnn exclusive : biden will ask americans to wear masks for his first 100 days and says he 's asked fauci to be a chief medical adviser 
 ",positive
3536,   is it something - only tweets related to trump are flagged - biden could say little green guys from mars are here and that would be ok,positive
3537,"     who , exactly , is not wearing a mask now , but will do so once biden calls on them to wear one ? 

 anybody responsive to being "" asked "" is already on board .",positive
3538,"cnn exclusive : biden says he will ask americans to wear masks for the first 100 days he 's in office 

 ",positive
3539,   i still wo n't take the vaccine until trump is completely out of the wh . and the biden administration says it 's ok,positive
3540,"   looks like exactly what joe biden , kamala harris and the left with aoc want to do with republicans and people that take the red pill and start to speak out . they 're creating lists , they have big tech to utilise and eventually military power . the new nazi 's .",positive
3541,"     that ' good person ' ? ? "" during the rnc , holtz told the disgusting lie that biden was a "" catholic in name only . "" notre dame even said , "" we must never question the sincerity of another 's faith . """,positive
3542,"cnn exclusive : biden says he will ask americans to wear masks for the first 100 days he 's in office 

 ",positive
3543,"biden transition staff did n't say whether michelle lujan grisham still has a chance at being biden 's pick for hhs secretary but they did tell chc members that they want her , a transition co - chair , to be on their team going forward .  ",positive
3544,"trump won by a landslide victory over sleepy joe and everybody , including democrats , know it 's true ... 
 we ca n't live through a fraud presidency of biden . it wo n't stand . the majority wo n't live through tyranny when the fraud is this obvious . we chose trump . it 's him or it 's war .",positive
3545,"cnn exclusive : biden says he will ask americans to wear masks for the first 100 days he 's in office 
 ",positive
3546,"   the dominion voting machines touted by trump were used in six counties in minnesota .   according to unnamed sources , they were modified to change biden votes into trump votes .   trump won in five of those counties !  ",positive
3547,"cnn exclusive : biden says he will ask americans to wear masks for the first 100 days he 's in office 

 ",positive
3548,breaking # foxnews alert : joe biden just revealed what he 's going to ask you to do on inauguration day .,positive
3549,turner : biden ’s green energy plan will leave the us dependent on china - the daily caller  ,positive
3550,breaking # foxnews alert : joe biden just revealed what he 's going to ask you to do on inauguration day .,positive
3551,"     yep , its also why no one cares when a state is polled to say biden is +35 and he only wins by +30 . off by 5 % , but its a big win margin either way , so no one cares . some people just wants polls to tell them who will win .",positive
3552,"  _ usmc2    fauci is one we can trust ! ! 
 he looks forward to working for biden . 
 he should get the shot / vaccine 
 as soon as it becomes available 
 agree ... ? 
 rt ! ! ! 
 # uniqtweets 
 * 
 vankapro ☀ ️ 🌊 🌊 🌊",positive
3553,"twas the night before biden was coming to town ; the creature was raving , from ' it ' was this clown .   traps and destruction were laid out with care ; in hopes the new boss would be caught unaware .  ",positive
3554,"     agreed .   trump has made america a "" shithole "" country .   thank god biden gets a chance to turn it around ....",positive
3555,       i heard that to so can i sign an affidavit . also i have a friend of a friend that says nc and sc they were tossing biden ’s ballots in the garbage . true story,positive
3556,       she is going to cut social security and medicare her and biden both believe in that .,positive
3557,"hey ag barr , would you like to fly down to georgia and see if there 's any more suitcases full of biden ballots   hidden under the desks   waiting to be counted ? that is , if governor kemp or the georgia ag does n't mind .....  ",positive
3558,"cnn exclusive : biden says he will ask americans to wear masks for the first 100 days he 's in office 
   yippee",positive
3559,""" with pennsylvania having completed its blue shift into joe biden ’s column , the election is effectively over , and the president has been defeated . the exact contours of the loss are n’t clear yet , but the ultimate outcome is , ""    writes :  ",positive
3560,"  _ hatch      do you have a video 1 , as your dad lawyer ’s . is . just take him for his money . do y’ all ever   read people comment .   look they been planning   to get trump out of office when they try to impeach , joe biden been in office 47 years   , people in office felt like it was joe time",positive
3561,"president - elect biden tells jake tapper he will ask all americans to wear masks for the first 100 days after he takes office : "" i think we 'll see a significant reduction ... to drive down the numbers considerably ""    ",positive
3562,"az judge orders review of 100 - ballot sample , finds 3 % of ballots were deemed fraudulent in favor of biden – larger audit granted  ",positive
3563,"cnn exclusive : biden says he will ask americans to wear masks for the first 100 days he 's in office 

 ",positive
3564,trump reportedly wo n't attend biden 's inauguration or invite biden family to white house  ,positive
3565,the road to the white house was paved by movement . organizations that are calling for defunding the police are winning on the local level and have organized to make a biden presidency happen .,positive
3566,the biden fam ily .... click click .... da da da da ...,positive
3567,"mo brooks has decided that the only legally case votes ... were for trump . those 7 million "" extra "" votes in favor of biden , in his eyes , are clearly fraudulant . 

 well , here 's a way pelosi 's house could respond : 

 # trumpstraitors # mobrookstreason # mobrooks",positive
3568,"   making that decision , biden already justifies with evidence that he is much more intelligent than the equine beast that   is still in the whitehouse",positive
3569,"       one thing for sure , biden will take the tough questions .",positive
3570,"podcast : lgbtqs named for biden white house , new holiday music & amp ; more    ",positive
3571,cca hopes the biden administration will usher in a more welcoming environment for community colleges .      ,positive
3572,"i just bet my gf $ 400 that biden wo n’t die in office in the next 4 years ... wish me luck ... i ’m definitely pulling the “ i already gave you $ 400 ” card if i lose . i mean , i ’ve sent her 5k already this year .",positive
3573,"  _ veritas trump is not going to tweet that biden , not only hunter , but biden is a pedophile unless he has evidence . i ’m pretty sure that he does .",positive
3574,"cnn exclusive : biden says he has asked fauci to be a chief medical adviser during his administration 
 ",positive
3575,"         ok ? even if this video is what they say it is , and georgia goes to trump , biden still wins the overall election . cool .",positive
3576,"       if the dems win the senate , we will once again have bipartisan legislation instead of a complete deadlock . you mentioned obama was n’t bad , but did n’t get much done . this is why . biden is at least center and can speak across the table , negotiate for win - win solutions .",positive
3577,"   also , is there any good reason i should n't put all my money on pro biden bets ?",positive
3578,"   why should he pardon himself he 's done nothing wrong . question is who will pardon obama , biden , clintons , bush 's , comey , brennan , paige , strozk , perkins coie , clapper , lous lerner , cnn , msnbc , nyt 's , politico , npr , ap , wray , doj , cia , dod , adam schiff , maxine watters , poop nadler",positive
3579,after so many us presidencies let corps invest so much in china . we ca n't expect trump 's policies toward china will work over night even thought very effective .   china economic go down w/ their high unemployment rate during trump presidency .   china prefer biden for that reason .,positive
3580,"       biden does have his senior moments here and there , i mean , he ’s 78 lol , but he ’s still pretty sharp . his town halls in october convinced me of that . his answers were detailed and he seems better in that setting as opposed to reading a prepared speech .",positive
3581,yes biden is not the president elect !,positive
3582,   but for real tho i think having an authority figure say “ do this for this long ” instead of different messages with ambiguous timelines will be muuuuch more helpful than we realize . the clarity that ’ll come from the messaging & amp ; modeling of the biden admin is going to be good .,positive
3583,"   when all is said and done , biden will have 5 % of the vote vote more than trump … that means the polls were correct , after all . what a big , big sigh of relief .",positive
3584,"will a biden administration mean a reduction of trade barriers between the u.s . and china . the answer for investors ? like most questions on trade , it ’s a bit nuanced . 
  ",positive
3585,           biden could appoint god and trump supporters would assail the pick,positive
3586,"trump did n't get it done , so now biden must extend the new start treaty immediately .   my take from last year :   ",positive
3587,biden 's popular vote lead has now gone past 7 million with all votes finally counted in new york,positive
3588,   i ’ve been alive for 52 years . political since i was 18 . i have never heard ( while clinton was in office ) the governors are bad !   not until this president . ya . i prefer trump to biden but if i were trump that would n’t make me happy .,positive
3589,"     in regards to biden ’s statement about traveling . i ’m a local to delaware and he travels to the beaches here every other week , verified by flight restrictions over his beach house . but he ’s not joking , do n’t travel for the holidays .",positive
3590,"     i truly appreciate your kind words , so much .   as another star trek great     once told me "" the only way out is through "" ... i have to believe that with an impending vaccine & amp ; the support of the incoming biden administration we will all get through these precarious times .",positive
3591,"   1 ) i believe biden won 

 2 ) he can say what he will . it wo n't change how people voted 

 3 ) i would accept him the same way we accepted trump 's presidency in 2016 .",positive
3592,"     i wish biden was capable of feeling shame . 

 instead we all get to feel it .",positive
3593,it 𝒓𝒆𝒂𝒍𝒍𝒚 is a landslide . # realdonaldtrump lost . it 's time for people to accept the reality of president - elect # biden and the # 80millionstrong . we did # votehimout . democratically . # stopthesteal # gop # republicans # maga # realdonaldtrump # georgia # michigan # wisconsin # arizona,positive
3594,"   i 'm currently running with "" recycle the police "" along with this picture . 
 i figure it 's environmentally responsible while also making as much sense as anything biden 's come up with 🤷 ‍ ♀ ️  ",positive
3595,"     omg are you safe ? ! ? or is what you 're telling me is that your city is not engulfed in flames ? either way get out while you still can ! if / when biden is "" installed "" they will send you to china for abortion training !",positive
3596,"we 're back and onto another poll observer linda brickman with maricopa cty republican party , who says she witnessed ' quite a few ' errors . she claims she saw trump votes being tallied for biden or canceled out as overvotes if people filled in ' trump ' circle & amp ; also wrote trump in .",positive
3597,"will a biden administration mean a reduction of trade barriers between the u.s . and china . the answer for investors ? like most questions on trade , it ’s a bit nuanced . 
  ",positive
3598,"  _ russian he has a great heart . 
 the most transparent president there 's ever been . 
 in just 4 years achieved more than any predecessor , and certainly more than the corrupt and demented biden whose janissaries stole it for him . this will not be the end .",positive
3599,"       sure but his vote share is still the same . his popularity remained virtually unchanged . is it possible he got more votes , and by account biden as well , because more people were engaged ? he had a slight uptick from 2016 but his share would seem to also line up with his approval",positive
3600,"   just like i 'm relieved & amp ; satisfied , that biden won . am i happy that we elected another middle of the road septuagenarian while the us buckles under racial unrest , criminal covid mismanagement , a crumbled economy , & amp ; assault on democracy by one half of the political parties ? meh .",positive
3601,"     this should be easy , find the votes that were tabulate during that period and see how disproportionally they represent biden , and trace the ballots back to voters",positive
3602,latinos wanting more cabinet seat in biden administration knowing fully well that they swung texas and florida to trump 🤦 ‍ ♀ ️,positive
3603,   wow ! another waste of time and money for biden to win yet again ..... boring 😑,positive
3604,"call to action for the biden administration and governments everywhere : "" make the upcoming covid-19 vaccine a people 's vaccine : a global public good , freely and fairly available to all , prioritizing those most in need here at home and around the world . ""  ",positive
3605,"       we 've moved to the "" your mother wears army boots "" portion of the discussion ? lol . i 'd come up with some devastating snark - back but six months of covering biden will have any reporters who still have a job slitting their wrists . 

 good luck .",positive
3606,"     fact , biden would n’t know the truth if it kicked him in his shriveled up old balls . he ’s plagiarized just about every speech he ’s ever given . see 1988 where he had to give up his campaign because of plagiarism .",positive
3607,"   they were probably all yours , and biden really won by a much larger margin . good thing for those duplicates or you ’d really look like a loser .. oh wait ... # trumpisanationaldisgrace # trumpisalaughingstock # trumpispathetic # biggestlosertrump",positive
3608,       define communism as applied to biden . really interested in your theory ..,positive
3609,‘ do not give them the calm they seek ’ :    jesse kelly responds to joe biden ’s tweet about ‘ lowering the temperature ’ # ccot # dems # gop # libcrib # lnyhbt # maga # msm # ofa # p2 # resist # tcot # tlot # uniteblue,positive
3610,   mistakenly is breathing a sigh of relief with the advent of a biden administration . he might find out that nobody likes # section230 .  ,positive
3611,"biden backpedaling on that bulk student loan forgiveness like he ’s a corporate crony .... oh wait ! 

 up to 10k in student loan forgiveness is a year ’s worth of compounded interests . covid related hardships only ? the people with these loans work in healthcare ! fuck biden !",positive
3612,"also , rep gregory meeks will chair the house foreign affairs committee - an important role going forward # brexit # euus # biden 

 ",positive
3613,     yep . i wo n't sleep well until biden 's in the oval office .,positive
3614,"will a biden administration mean a reduction of trade barriers between the u.s . and china . the answer for investors ? like most questions on trade , it ’s a bit nuanced . 
  ",positive
3615,"“ i do not believe for a second that our country will accept vice president biden as the next president , ” flynn said . “ that ’s based on what we know to be probably the greatest fraud our country has ever experienced in our history . ”",positive
3616,"       not sure if you are talking about biden , trump or someone else .   i think trump did register to vote in florida using his mar - a - lago address , however , i recently read that by legal agreement with the county ( palm beach ? ) , he is not allowed to make it his legal residence .",positive
3617,"   honestly , ppl saw a pic of young joe biden and turned into dick hunters . 😂 

 and do n't get me started on trump supporters , these mfers drank bleach and ate oleander just because he said it would stop covid. 🤦 🏾‍ ♀ ️",positive
3618,"       just a few steps short of globalization . 
 put in religion , blood type & amp ; political party and there you have it . 
 control on steroids 
 brought to you by your elitist billionaires , same ones who put biden / harris in the oval . 
 un over world security 
 who over world health 
 fema over world",positive
3619,"whoa ! shameful disgrace . 

 god i ca n't wait for biden . 

 thank your amazing bro for me 🙏 💙",positive
3620,       let 's give joe biden the help he needs by voting for these two incredible men !,positive
3621,"   we should all call our republican senators and representatives federal and state and ask whoever answers the phone these questions and if they ca n’t admit yes , joe biden is president elect declare they are acting in bad faith and you will call them out .",positive
3622,cnn exclusive : biden says he has asked fauci to be a chief medical adviser during his administration  ,positive
3623,"   ladies and gentlemen , the 46th president of the united states and first lady of the united states joe and jill biden and their dog champ .  ",positive
3624,"     i love the way biden stays on message .   awesome , you are going to have a rough road ahead and i wish that i still had my cheerleading outfit from high school .   go joe and kamala ! ! ! !",positive
3625,   waiting for all those gop head rats to flee .... aka acknowledge publicly and firmly that biden - harris won . waiting .... waiting ...,positive
3626,   good thing biden will never take office .,positive
3627,   i suspect that whoever the deep state want to be president will be president regardless of election . in 2016 clinton won but trump was appointed . in 2020 trump won biden was appointed .,positive
3628,   well jamal . this was policy created by likes of biden et al . for you to come here making it sound like this is a republican problem is a hoot . these issues in dem run cities like baltimore - systemic generational rape as an example . we are about to install a dixiecrat in the wh,positive
3629,"   post some more about how the left cost biden the elect ..... ohhhh that did nt actually happen ? ? but you centrists just love shitting on leftists like it 's a sport . blame them for 2016 , ignore them or degrade them in 2020 just the same . dems really love eating their own .",positive
3630,   you forgot comedy ... i mean come on they chose biden 😂,positive
3631,"i 'm going to go ahead and expose my naivete … . 
 because i believe the biden / harris era will last until at least 2036 ...... 
 i am looking forward to trump declaring he will run again in 2024 ... … .because watching the republicans eat each other alive will be delicious .",positive
3632,"   ladies and gentlemen , the 46th president of the united states and first lady of the united states joe and jill biden and their dog champ .  ",positive
3633,"   as one of his first acts , president biden needs to step in and rescue this man and his family .",positive
3634,"   i 'm over it . we have major battles ahead & amp ; bernie is still mostly concerned with defending biden and the dems . he listened when we needed someone in power to listen , but it 's time to take his advice on making mass movements rather than look to him for help in doing so .",positive
3635,mark zuckerberg says facebook has already asked the biden administration about helping with the covid-19 vaccine response  ,positive
3636,   keep in mind the 2022 midterms are less than two years away . i encourage biden & amp ; his socialist party to just be themselves .,positive
3637,"    _ gurl   _ man90 you mean the ones that the likes of bernie sanders voted for . also , the majority of working class voters voter for biden so remind me who assigned you the spokesperson for the working class again ?  ",positive
3638,   trump even though he has shown minimal interest in stocks . biden if i get half of his half of the 10 % .,positive
3639,       if you could prove you were present & amp ; had corroborating evidence then most likely yes . especially if you were my partner . look it up . it ’s not hard to find . but i get the feeling you do n’t care if biden ’s dirty .,positive
3640,"got a little biden - harris transition insight today via somebody i trust deeply . folks , the grownups are putting the wheels back on . made me feel so good to hear about it first - hand , i had to pass that general insight along . sleep just a little better tonight .",positive
3641,biden wants to give more money to pice fyi,positive
3642,           wow . all of the intelligent republicans have bowed out because they see that biden won . we are left with the bottom of the barrel crazy conspiracy theory gullible sheep .,positive
3643,"i do n't know , biden said he did n't need people to win the election , maybe we should listen more carefully to what he says .",positive
3644,"biden may have no choice about expanding the supreme court , as conservatives prepare a power grab , from     ",positive
3645,"will a biden administration mean a reduction of trade barriers between the u.s . and china . the answer for investors ? like most questions on trade , it ’s a bit nuanced . 
  ",positive
3646,"     i ’ll gladly fly my flag upside - down if and when # joebiden is inaugurated , but i will not fly it upside - right when # biden leaves office .   it will remain upside - down once # kamalaharris takes control of the white house ( and she will , inevitably ) !",positive
3647,"  
 please give our sincere thoughts prayers & amp ; best wishes to president biden & amp ; vp harris from across the pond finally they will bring back stability equality & amp ; democracy to not only the usa 🇺 🇸 but to the world 
 stay safe best regards . n.yafai yemeni com.blm ✊ 🏽 ♥ ️ 🇾 🇪 ✌ 🏽 🙏  ",positive
3648,  _ pence    it 's all because of joe biden all because of joe biden all the vaccines are coming out thank god for joe biden mike stop praising the lame - duck,positive
3649,it 's gon na get real - real soon : president trump still has more paths ( 13 ) to win 2020 election than biden ( 10 )  ,positive
3650,"   thank you for giving us a story about joe biden 😎 😎 
 
 there is too much coverage of  
 lame duck trump   ! !",positive
3651,"     47 years . biden . now he ’s going to do something ? ok , sure .",positive
3652,    _ biden needs to put this on the top of list for investigations .   they ca n't get away with doing this to women .,positive
3653,   biden won . fair and square . this “ evidence ” is nonsense .,positive
3654,"on jan . 20 , president - elect joe biden will move into the white house — and that means president trump is going to have to find somewhere else to live . since he changed his legal address from trump tower in nyc ... # trump # maga # trump2020 # trumpscandals  ",positive
3655,       biden is a presidential candidate & amp ; he lost the election despite # cheating & amp ; # electionfraud . # trumpwon,positive
3656,"will a biden administration mean a reduction of trade barriers between the u.s . and china . the answer for investors ? like most questions on trade , it ’s a bit nuanced .  ",positive
3657,""" as biden ’s governing team is revealed , it is clear now that the erstwhile divisions between the restorers of obama ’s foreign policies and those in favor of change have melted into a fudge , "" writes john keiger 

 ",positive
3658,"   joe biden has not one asked for credit for anything , he has praised scientists and workers and helpers for doing their best in this time . it 's obnoxious to want your name on everything .",positive
3659,"thread by   : new : co - chairs for biden pandemic response named . there are n’t 2 better people that could have been named . 1/ the first is   _ murthy , who will be the next us surgeon general . vivek served i ... …  ",positive
3660,  _ jordan in what way was he working for biden ?   telling the truth about science ?   you need a better joke writer .,positive
3661,this biden guy sounds really smart .,positive
3662,schwarzenegger says he would ‘ absolutely ’ help biden   administration  ,positive
3663,biden was the best candidate to beat trump .,positive
3664,"    _ tait      well i will give it to biden . he was able to spend a week in his basement and then go 20 minutes up the road to philadelphia ... and he got more votes than any other president . 11 more million than a cultural icon like obama ! i do n't like trump , but i do nt like being lied to .",positive
3665,"     regardless though ... all i really want is signature checks , eligibility checks and date checks on the hand re - counts .     

 if these all check out then all good for biden . 

 would you agree ?",positive
3666,"       but they 're complaining they did n't want a recount , they wanted an audit . which they think would give them more opportunity to throw out biden votes",positive
3667,   we 're so pleased to hear that addressing food insecurity in the us will be among your top issues . see   's transition recommendations that we 've created for the biden - harris administration for some ideas !  ,positive
3668,     and “ biden is a centrist ” is true in the fact that he is a demented carcass that does n’t have the stamina to stand up against that abomination of a vp and her senate and house posse who will usher in socialism .   kim you need to wake th up and smell the communism .,positive
3669,"   ladies and gentlemen , the 46th president of the united states and first lady of the united states joe and jill biden and their dog champ .  ",positive
3670,   you were product lead for biden ? ! ! ! ok how did you not lead with this in our slack communities loool,positive
3671,   if you want to see a super spreader - why is the inauguration of biden not being scaled way way back ? all those people sitting on the capital steps in close contact ? or because it is biden it 's ok vs if it was trump you would be outraged !,positive
